node1,node2,free_bw,used_bw,pkloss,delay
1,3,99969.389222,30610.777653,0.0,1.481771
1,7,99834.520881,165479.118852,0.0,0.893593
1,16,98568.479086,1431520.913825,0.0,1.865268
2,4,94808.796058,5191203.941706,0.0,2.066493
2,7,99134.432758,865567.242483,0.0,1.961827
2,12,94321.64515,5678354.849727,0.0,0.0
2,13,98430.727415,1569272.58497,0.0,1.525283
2,18,23617.214909,1382785.091427,0.0,1.924753
2,23,24931.867151,68132.849289,0.0,1.04928
3,10,99999.798522,201.477502,0.0,0.931621
3,11,24466.387404,533612.59579,0.0,1.748085
3,14,1318.855979,231144.020892,0.0,1.547933
3,21,98945.512024,1054487.97627,0.0,1.436353
4,16,95667.044882,4332955.117609,0.0,1.86193
5,8,22883.822349,2116177.650911,0.0,2.364635
5,16,20841.375494,4158624.505736,0.0,2.358317
6,7,1480.193724,69806.275907,0.0,2.215743
6,19,1546.683353,3316.647069,0.0,1.070619
7,17,99280.356793,719643.206658,0.0,1.027703
7,19,24688.158298,311841.702352,0.0,1.603723
7,21,98408.647029,1591352.971085,0.0,1.967907
8,9,24959.545533,40454.467081,0.0,0.923753
9,15,24695.132035,304867.964899,0.0,1.548529
9,16,96112.199563,3887800.436755,0.0,5.233645
10,11,22809.893135,2190106.864754,0.0,0.720501
10,12,98395.913211,1604086.788691,0.0,0.0
10,16,97118.044573,2881955.426586,0.0,1.41573
10,17,95661.984946,4338015.053559,0.0,0.718594
12,22,99070.102513,929897.487051,0.0,0.0
13,14,1163.568215,386431.785187,0.0,1.777887
13,17,99014.073991,985926.008542,0.0,1.330972
13,19,24358.636768,641363.231712,0.0,2.459407
15,20,24861.372068,138627.932367,0.0,1.616716
17,20,99702.52486,297475.14013,0.0,1.989126
17,23,24988.52853,11471.470464,0.0,0.473738
18,21,24048.260975,951739.025051,0.0,2.632856
20,22,24806.503923,193496.077303,0.0,2.48456
