node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798506,201.494423,0.0,1.040936
1,7,99999.838791,161.209069,0.0,2.249956
1,16,99999.838771,161.229374,0.0,1.149774
2,4,99999.798489,201.511336,0.0,1.631021
2,7,99999.798489,201.511336,0.0,1.176119
2,12,99999.79848,201.519795,0.0,1.034379
2,13,99999.798489,201.511336,0.0,1.648664
2,18,24999.798472,201.528256,0.0,2.274156
2,23,24999.798489,201.511336,0.0,1.74439
3,10,99999.798531,201.469045,0.0,1.562953
3,11,24999.798497,201.502884,0.0,0.0
3,14,1549.798539,201.460589,0.0,0.934482
3,21,99999.798497,201.502884,0.0,1.279593
4,16,99999.79848,201.519798,0.0,1.688957
5,8,24999.838804,161.195535,0.0,1.384497
5,16,24999.798472,201.528257,0.0,1.250982
6,7,1549.751469,248.530654,0.0,0.64373
6,19,1549.798455,201.54518,0.0,1.087189
7,17,99999.838804,161.195535,0.0,0.622511
7,19,24999.798489,201.511341,0.0,2.730966
7,21,99999.838791,161.209073,0.0,1.142383
8,9,24999.798497,201.502879,0.0,1.40202
9,15,24999.798497,201.502879,0.0,1.150846
9,16,99999.798463,201.536718,0.0,1.193404
10,11,24999.838791,161.209073,0.0,0.324011
10,12,99999.798506,201.494418,0.0,0.946999
10,16,99999.838791,161.209073,0.0,1.114368
10,17,99999.798506,201.494418,0.0,1.071095
12,22,99999.79848,201.519795,0.0,1.171947
13,14,1549.751522,248.478489,0.0,1.230597
13,17,99999.798506,201.494418,0.0,1.17743
13,19,24999.79848,201.519798,0.0,1.161933
15,20,24999.798506,201.494418,0.0,1.202106
17,20,99999.838791,161.209068,0.0,0.781298
17,23,24999.838798,161.202301,0.0,1.225471
18,21,24999.798463,201.536718,0.0,1.872301
20,22,24999.79848,201.519795,0.0,1.60706
