node1,node2,free_bw,used_bw,pkloss,delay
1,3,99935.220248,64779.751688,0.0,0.985622
1,7,99766.19125,233808.749864,0.0,1.364827
1,16,97263.392107,2736607.892527,0.0,0.978827
2,4,87078.62245,12921377.550164,0.0,1.404881
2,7,97618.635432,2381364.567853,0.0,2.011776
2,12,89217.964571,10782035.429435,0.0,1.477718
2,13,96783.854945,3216145.054554,0.0,2.802014
2,18,23248.38386,1751616.140109,0.0,3.511429
2,23,24976.349578,23650.421903,0.0,1.536608
3,10,99999.798531,201.469045,0.0,1.557231
3,11,23271.319013,1728680.986945,0.0,2.109528
3,14,1246.879711,303120.28876,0.0,1.19257
3,21,97977.915092,2022084.908027,0.0,2.503753
4,16,90187.342013,9812657.987068,0.0,0.0
5,8,20770.972939,4229027.061124,0.0,1.567006
5,16,16160.895749,8839104.251269,0.0,1.384854
6,7,1391.087441,158912.558668,0.0,0.0
6,19,1547.795281,2204.71912,0.0,3.442764
7,17,99000.094361,999905.639171,0.0,1.554251
7,19,24619.017164,380982.836318,0.0,2.549529
7,21,97172.330095,2827669.904911,0.0,2.251029
8,9,24987.677273,12322.726978,0.0,2.283812
9,15,24779.881495,220118.505424,0.0,0.935793
9,16,92765.413266,7234586.733837,0.0,2.121568
10,11,19453.160275,5546839.72507,0.0,0.986457
10,12,96211.372889,3788627.11072,0.0,1.668453
10,16,94524.973641,5475026.358704,0.0,0.82767
10,17,91891.249996,8108750.003764,0.0,2.086163
12,22,99198.188488,801811.512265,0.0,1.586556
13,14,984.352822,565647.178331,0.0,3.738999
13,17,97760.789821,2239210.178986,0.0,1.709819
13,19,24164.270169,835729.831483,0.0,1.468778
15,20,24892.319859,107680.14123,0.0,5.812407
17,20,99624.77441,375225.589791,0.0,2.084255
17,23,24996.7413,3258.699582,0.0,3.472209
18,21,24125.636272,874363.72796,0.0,3.286719
20,22,24846.52735,153472.650453,0.0,1.988292
