node1,node2,free_bw,used_bw,pkloss,delay
1,3,99641.037887,358962.11335,0.0,0.284433
1,7,98591.498827,1408501.173322,0.0,1.165748
1,16,87629.326054,12370673.945787,0.0,1.977801
2,4,70522.832817,29477167.183032,2.4e-05,1.47748
2,7,93544.111741,6455888.258926,5e-06,2.455115
2,12,77297.84861,22702151.390157,2.2e-05,2.138972
2,13,90428.670538,9571329.46193,1.8e-05,1.853943
2,18,21123.058313,3876941.687147,1.9e-05,1.470685
2,23,24822.642428,177357.571999,0.0,0.802875
3,10,99999.838832,161.168471,0.0,1.364112
3,11,19771.85115,5228148.849647,3.8e-05,0.02718
3,14,65.927138,1484072.86158,0.0,1.514435
3,21,94559.730996,5440269.00434,2.3e-05,0.0
4,16,76588.676211,23411323.789384,2.6e-05,1.861572
5,8,12070.036094,12929963.906036,5e-05,1.672745
5,16,443.637538,24556362.462055,0.000116,0.53978
6,7,1152.932309,397067.691027,0.0,1.095533
6,19,1543.8322,6167.800454,0.0,0.387192
7,17,96793.148592,3206851.407998,5e-06,1.559734
7,19,24096.965295,903034.705123,0.0,1.375198
7,21,93676.228121,6323771.879148,1.6e-05,1.633286
8,9,24579.445832,420554.168031,0.0,2.05493
9,15,23722.226748,1277773.251747,0.0,1.508355
9,16,81549.724555,18450275.445079,1.7e-05,2.599239
10,11,15987.656293,9012343.707251,4.8e-05,2.143383
10,12,93749.841713,6250158.286536,5e-06,1.76239
10,16,85585.350946,14414649.053866,1.6e-05,2.134919
10,17,79497.858964,20502141.036129,2.6e-05,1.73068
12,22,97582.168874,2417831.126457,0.0,4.354119
13,14,0.0,1829352.364188,0.0,7.834673
13,17,93637.227744,6362772.255589,5e-06,1.146197
13,19,23364.466788,1635533.211528,0.0,1.008511
15,20,24398.819582,601180.417528,0.0,1.048446
17,20,98779.21236,1220787.6396,5e-06,1.450062
17,23,24892.744448,107255.552479,0.0,1.073122
18,21,22368.760146,2631239.854306,1.9e-05,1.275778
20,22,24625.453019,374546.981275,0.0,3.371596
