node1,node2,free_bw,used_bw,pkloss,delay
1,3,99832.566889,167433.110568,0.0,1.440167
1,7,99563.194012,436805.98837,0.0,6.238699
1,16,92440.70068,7559299.320208,0.0,2.114415
2,4,73384.189251,26615810.748624,1.1e-05,2.036452
2,7,95334.231606,4665768.394108,0.0,1.184464
2,12,78938.912244,21061087.755946,0.0,2.372622
2,13,93035.450304,6964549.696213,0.0,2.867103
2,18,22441.364247,2558635.752688,0.0,2.738833
2,23,24844.583526,155416.47442,0.0,2.964616
3,10,99999.798412,201.587502,0.0,1.626968
3,11,21176.166094,3823833.906183,0.0,0.26226
3,14,894.974381,655025.619488,0.0,1.359582
3,21,95887.105534,4112894.465942,0.0,2.374053
4,16,79872.822691,20127177.309036,5e-06,2.954006
5,8,14989.281368,10010718.632442,0.0,2.629995
5,16,3390.426412,21609573.587778,0.0,1.449585
6,7,1233.360351,316639.64883,0.0,1.817465
6,19,1544.790791,5209.208536,0.0,1.883149
7,17,98279.489235,1720510.76483,0.0,0.099659
7,19,24653.819396,346180.603728,2.5e-05,2.462149
7,21,94535.234088,5464765.911954,6e-06,1.627326
8,9,24956.740591,43259.408907,0.0,0.918865
9,15,24288.914265,711085.735176,0.0,1.859546
9,16,85688.428127,14311571.872637,0.0,1.10507
10,11,16717.028009,8282971.990723,4.3e-05,1.808047
10,12,94184.224109,5815775.891128,0.0,2.550602
10,16,88456.788678,11543211.321585,5e-06,2.355099
10,17,84666.86044,15333139.560177,1e-05,2.019763
12,22,98731.189044,1268810.956079,0.0,1.541018
13,14,518.50063,1031499.370013,0.0,1.793623
13,17,93618.773519,6381226.481467,6e-06,1.053333
13,19,23952.348452,1047651.547698,0.0,3.404617
15,20,24638.38387,361616.130229,0.0,1.643777
17,20,99309.843322,690156.677825,0.0,1.481891
17,23,24922.691645,77308.354822,0.0,4.446745
18,21,23495.693512,1504306.487976,0.0,0.870466
20,22,24685.416667,314583.333333,0.0,5.971789
