node1,node2,free_bw,used_bw,pkloss,delay
1,3,99863.709945,136290.054553,0.0,2.412796
1,7,99580.550902,419449.097776,0.0,1.642942
1,16,95542.068726,4457931.273848,0.0,1.613379
2,4,79423.458841,20576541.159131,7e-06,1.776338
2,7,95903.008309,4096991.691146,0.0,2.821803
2,12,84786.193353,15213806.646526,5e-06,1.593709
2,13,94174.843907,5825156.092649,0.0,2.073169
2,18,22869.011749,2130988.251091,0.0,2.244234
2,23,24925.77375,74226.25042,0.0,2.233386
3,10,99999.720017,279.983214,0.0,3.572583
3,11,21774.534005,3225465.995357,1.9e-05,1.706481
3,14,1154.577566,395422.433662,0.0,1.640439
3,21,96777.075253,3222924.746551,5e-06,0.0
4,16,84567.113125,15432886.87479,5e-06,2.010822
5,8,18753.393468,6246606.531917,0.0,1.601815
5,16,11171.046365,13828953.635217,1.9e-05,1.544833
6,7,1282.697746,267302.253838,0.0,1.801729
6,19,1547.797826,2202.173643,0.0,1.745582
7,17,98705.262891,1294737.109409,0.0,2.306581
7,19,24533.575594,466424.406008,0.0,1.095772
7,21,95628.648412,4371351.587564,6e-06,1.465201
8,9,24989.794377,10205.623164,0.0,2.57349
9,15,24100.499348,899500.651997,0.0,1.88601
9,16,88903.649848,11096350.151719,0.0,2.483487
10,11,17919.125538,7080874.461699,7.9e-05,1.572847
10,12,94791.285312,5208714.687524,5e-06,2.49517
10,16,92246.824626,7753175.373509,0.0,2.196789
10,17,89427.807417,10572192.582939,1e-05,0.669837
12,22,98712.31957,1287680.429674,0.0,3.334165
13,14,879.566969,670433.031219,0.0,4.137874
13,17,96089.486405,3910513.595166,0.0,1.469851
13,19,23831.446794,1168553.205774,0.0,1.088262
15,20,24233.549577,766450.423069,0.0,0.928402
17,20,99530.574461,469425.538991,0.0,2.15292
17,23,24996.797583,3202.416918,0.0,1.140118
18,21,24029.513259,970486.740517,0.0,1.197338
20,22,24704.687172,295312.828349,0.0,3.157496
