node1,node2,free_bw,used_bw,pkloss,delay
1,3,99053.083697,946916.302535,0.0,2.138615
1,7,98895.918725,1104081.274772,0.0,2.237797
1,16,89384.893367,10615106.633081,5e-06,1.270056
2,4,67971.272308,32028727.691758,4.8e-05,0.700474
2,7,91340.397092,8659602.907683,5e-06,2.534866
2,12,76325.430482,23674569.518218,9e-06,1.529336
2,13,92510.329465,7489670.535058,1.7e-05,1.068592
2,18,20762.243493,4237756.507137,0.0,2.409339
2,23,24851.68045,148319.550238,0.0,1.433969
3,10,99999.798531,201.469045,0.0,3.941417
3,11,20266.463493,4733536.506682,4.4e-05,1.115799
3,14,58.900732,1491099.268104,0.0,2.722144
3,21,91872.002672,8127997.327842,2.1e-05,2.366424
4,16,76454.032955,23545967.045399,4.2e-05,2.349377
5,8,13566.666107,11433333.89304,6.8e-05,1.633763
5,16,0.0,25480008.461863,0.000126,1.329184
6,7,1192.48174,357518.260432,0.0,2.007723
6,19,1544.747712,5252.287801,0.0,1.164913
7,17,98013.382022,1986617.977727,0.0,0.451446
7,19,24179.17891,820821.089749,0.0,3.362298
7,21,90732.801612,9267198.388045,5e-06,1.449466
8,9,24906.728234,93271.765595,0.0,1.984477
9,15,23982.573163,1017426.837189,0.0,2.233267
9,16,81735.242023,18264757.976825,0.0,0.409245
10,11,16080.438258,8919561.741749,6.4e-05,3.104448
10,12,93528.955755,6471044.244647,0.0,3.011465
10,16,86606.686246,13393313.753983,2.6e-05,2.450466
10,17,83212.531782,16787468.217704,4e-05,1.049519
12,22,97332.672847,2667327.153015,0.0,1.876473
13,14,0.0,1898475.500283,0.0,5.296111
13,17,96382.719194,3617280.806456,5e-06,0.0
13,19,23050.28629,1949713.710016,4.4e-05,2.403617
15,20,24471.922112,528077.887832,0.0,1.286268
17,20,99133.64453,866355.469734,5e-06,0.147939
17,23,24973.278482,26721.517925,2.6e-05,4.036307
18,21,22306.539043,2693460.957179,0.0,6.363988
20,22,24538.430796,461569.204457,0.0,3.812671
