node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24946.228,53.799,0.522,0.01
19,7,24172.974,832.974,1.091,0
19,6,1543.812,6.188,0.649,0.01
13,19,24720.3,279.561,0.522,0.01
13,17,95762.596,4243.355,0.398,0
13,14,1127.234,422.766,0.627,0.01
13,2,94881.837,5130.065,1.013,0
12,22,98565.791,1434.209,1.282,0.01
12,10,97720.739,2278.124,0.957,0.01
12,2,94429.795,5570.205,0.941,0.01
22,12,99107.339,892.661,1.283,0.01
22,20,24756.128,243.994,0.282,0.01
17,13,97786.201,2213.799,0.398,0.01
17,7,98387.259,1617.884,0.229,0
17,20,99119.241,880.759,0.959,0.01
17,10,86324.194,13680.878,3.222,0
17,23,24964.054,35.946,0.267,0.01
7,17,99381.397,618.912,0.229,0.01
7,19,24886.986,113.014,1.09,0.01
7,21,98447.305,1547.519,0.147,0.38
7,1,99155.13,845.292,0.812,0.01
7,6,1323.733,226.267,0.528,0.01
7,2,97202.756,2797.244,1.292,0.01
20,17,99172.801,827.199,0.959,0.01
20,15,24672.691,327.309,1.383,0.01
20,22,24577.234,422.555,0.281,0.01
8,5,24952.391,47.609,0.854,0.01
8,9,17340.969,7661.158,0.725,0
5,8,24934.538,65.462,0.854,0.01
5,16,19096.535,5903.465,1.043,0.01
15,20,24488.208,511.792,1.382,0.01
15,9,24660.789,333.094,0.235,1.75
3,21,97525.589,2481.598,0.492,0
3,1,99916.727,83.315,2.45,0.01
3,10,99178.752,820.838,1.441,0.01
3,14,1121.5230000000001,428.477,1.594,0.01
3,11,22430.419,2563.633,0.725,0.23
21,3,99916.445,83.513,0.492,0.01
21,7,99011.882,987.625,0.147,0.01
21,18,22899.031,2100.969,0.259,0.01
1,3,99940.25,59.721,2.45,0.01
1,7,98482.237,1517.006,0.813,0.01
1,16,90603.255,9396.745,1.105,0.01
6,19,1549.76,0.24,0.649,0.01
6,7,1377.2649999999999,172.735,0.528,0.01
10,3,98774.451,1226.161,1.442,0.01
10,12,80258.004,19733.999,0.957,0.09
10,17,89281.277,10712.172,3.221,0.11
10,16,88496.367,11497.474,1.186,0.1
10,11,21793.972,3206.028,0.911,0.01
14,3,1543.809,6.191,1.593,0.01
14,13,1198.647,351.353,0.626,0.01
4,16,96679.301,3314.748,1.203,0.18
4,2,91019.83,8980.17,0.721,0.01
16,4,93132.222,6873.729,1.203,0
16,5,19149.855,5850.145,1.043,0.01
16,1,97857.374,2142.626,1.105,0.01
16,10,81432.411,18564.271,1.186,0
16,9,86407.74799999999,13591.417,0.816,0
11,3,24910.539,89.461,0.725,0.01
11,10,17041.198,7964.75,0.91,0
2,13,97577.673,2422.327,1.013,0.01
2,7,96613.6,3392.351,1.292,0
2,4,97167.049,2832.951,0.722,0.01
2,12,94096.535,5891.563,0.942,0.2
2,23,24952.391,47.609,0.468,0.01
2,18,22804.054,2195.946,0.749,0.01
23,2,24904.783,95.217,0.469,0.01
23,17,24904.783,95.217,0.268,0.01
18,2,22845.711,2154.289,0.749,0.01
18,21,24958.342,41.658,0.259,0.01
9,8,19432.575,5558.303,0.725,0.21
9,15,24500.359,499.89,0.235,0.01
9,16,83154.97,16841.538,0.816,0.07
