node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24999.761,0.239,0.162,0.01
19,7,24999.761,0.239,0.197,0.01
19,6,1549.761,0.239,0.001,0.01
13,19,24999.761,0.239,0.162,0.01
13,17,100000.0,0.0,0.262,0
13,14,1549.761,0.239,0.871,0.01
13,2,100000.0,0.0,36.068,0
12,22,100000.0,0.0,0.001,0
12,10,100000.0,0.0,1.338,0
12,2,100000.0,0.0,1.028,0
22,12,99999.762,0.239,0.001,0.01
22,20,25000.0,0.0,0.001,0
17,13,99999.762,0.239,0.262,0.01
17,7,99999.762,0.239,0.785,0.01
17,20,99999.762,0.238,12.283,0.01
17,10,100000.0,0.0,1.642,0
17,23,24999.762,0.238,0.021,0.01
7,17,100000.0,0.0,0.785,0
7,19,25000.0,0.0,0.197,0
7,21,100000.0,0.0,0.763,0
7,1,100000.0,0.0,0.651,0
7,6,1550.0,0.0,0.446,0
7,2,100000.0,0.0,1.414,0
20,17,100000.0,0.0,12.282,0
20,15,25000.0,0.0,0.768,0
20,22,24999.762,0.238,0.001,0.01
8,5,25000.0,0.0,0.02,0
8,9,25000.0,0.0,0.846,0
5,8,25000.0,0.0,0.02,0
5,16,25000.0,0.0,0.835,0
15,20,25000.0,0.0,0.768,0
15,9,25000.0,0.0,0.904,0
3,21,100000.0,0.0,0.005,0
3,1,100000.0,0.0,0.368,0
3,10,100000.0,0.0,0.13,0
3,14,1550.0,0.0,0.753,0
3,11,25000.0,0.0,0.001,0
21,3,99999.762,0.239,0.005,0.01
21,7,99999.762,0.239,0.763,0.01
21,18,24999.762,0.238,0.267,0.01
1,3,99999.761,0.239,0.368,0.01
1,7,99999.761,0.239,0.651,0.01
1,16,100000.0,0.0,0.608,0
6,19,1549.761,0.239,0.001,0.01
6,7,1549.761,0.239,0.447,0.01
10,3,99999.761,0.239,0.13,0.01
10,12,99999.761,0.239,1.338,0.01
10,17,99999.761,0.238,1.642,0.01
10,16,100000.0,0.0,1.014,0
10,11,25000.0,0.0,0.668,0
14,3,1549.761,0.239,0.753,0.01
14,13,1549.761,0.239,0.871,0.01
4,16,100000.0,0.0,1.055,0
4,2,100000.0,0.0,0.712,0
16,4,99999.762,0.238,1.056,0.01
16,5,24999.762,0.238,0.835,0.01
16,1,99999.762,0.239,0.608,0.01
16,10,99999.762,0.239,1.014,0.01
16,9,100000.0,0.0,0.486,0
11,3,24999.762,0.239,0.001,0.01
11,10,24999.762,0.239,0.668,0.01
2,13,99999.762,0.239,36.068,0.01
2,7,99999.762,0.239,1.413,0.01
2,4,99999.762,0.238,0.712,0.01
2,12,99999.762,0.239,1.027,0.01
2,23,24999.762,0.238,0.136,0.01
2,18,24999.762,0.238,0.453,0.01
23,2,25000.0,0.0,0.136,0
23,17,25000.0,0.0,0.021,0
18,2,25000.0,0.0,0.454,0
18,21,25000.0,0.0,0.267,0
9,8,24999.762,0.239,0.846,0.01
9,15,24999.762,0.239,0.903,0.01
9,16,99999.762,0.238,0.486,0.01
