node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24949.549,50.426,0.772,0.01
19,7,24379.95,619.741,1.548,0.01
19,6,1543.539,6.458,0.896,0.01
13,19,24684.207,315.95,0.772,0.01
13,17,97846.697,2152.231,0.631,0.01
13,14,1033.871,516.386,1.874,0.01
13,2,98449.685,1544.378,2.468,0.36
12,22,98522.773,1476.492,0.001,0.01
12,10,98007.976,1993.016,0.977,0.01
12,2,99427.323,572.677,1.175,0.01
22,12,99167.243,833.171,0.001,0.01
22,20,24669.997,330.003,0.468,0.01
17,13,99317.432,682.908,0.631,0.01
17,7,99055.435,945.036,0.842,0.01
17,20,98991.749,1008.251,0.362,0.01
17,10,90098.975,9911.892,1.661,0
17,23,24932.129,67.904,1.056,0.01
7,17,96466.147,3532.094,0.842,0.01
7,19,24801.307,198.792,1.548,0.01
7,21,98925.924,1073.541,1.589,0.01
7,1,99858.781,141.289,1.456,0.01
7,6,1419.371,130.629,0.351,0.01
7,2,98366.928,1626.326,0.91,0.25
20,17,99594.684,405.316,0.362,0.01
20,15,24446.597999999998,553.402,0.246,0.01
20,22,24581.738,418.262,0.468,0.01
8,5,24988.018,11.982,0.18,0.01
8,9,19016.358,5989.575,0.03,0
5,8,24987.707,12.293,0.18,0.01
5,16,20680.617,4319.383,22.942,0.01
15,20,24466.166,533.834,0.246,0.01
15,9,24691.182,308.818,1.139,0.01
3,21,97472.972,2525.77,0.802,0.01
3,1,99918.9,81.14,1.363,0.01
3,10,99542.406,457.594,0.783,0.01
3,14,1043.203,506.797,0.255,0.01
3,11,22592.131,2400.737,0.789,0.24
21,3,99954.612,45.41,0.802,0.01
21,7,99392.163,608.139,1.589,0.01
21,18,23190.343,1810.558,0.754,0.01
1,3,99836.153,163.765,1.363,0.01
1,7,99009.941,989.566,1.457,0.01
1,16,94469.102,5513.525,0.399,0.18
6,19,1544.386,5.616,0.895,0.01
6,7,1362.669,187.331,0.351,0.01
10,3,99483.283,516.717,0.783,0.01
10,12,82456.27100000001,17529.063,0.977,0.03
10,17,91421.61,8574.12,1.661,0.01
10,16,92418.299,7560.127,0.129,0.21
10,11,21739.633,3258.744,11.005,0.01
14,3,1358.203,191.797,0.255,0.01
14,13,1445.645,104.303,1.874,0.01
4,16,99679.414,320.426,0.887,0.01
4,2,96891.534,3108.466,0.791,0.01
16,4,99762.553,231.629,0.888,0.62
16,5,23908.567,1103.299,22.942,0
16,1,99836.946,163.217,0.399,0.01
16,10,82898.883,17103.697,0.129,0.03
16,9,88231.976,11768.024,0.546,0.01
11,3,24940.384,59.645,0.789,0.01
11,10,18606.423,6396.761,11.005,0.01
2,13,95669.438,4324.625,2.468,0.13
2,7,95673.625,4328.53,0.91,0.01
2,4,99668.331,337.606,0.791,0
2,12,94011.478,6000.394,1.175,0
2,23,24970.669,29.331,1.14,0.01
2,18,23056.594,1943.406,1.874,0.01
23,2,24978.538,21.462,1.14,0.01
23,17,24926.689,73.274,1.056,0.01
18,2,23249.222999999998,1750.777,1.874,0.01
18,21,24970.08,29.905,0.754,0.01
9,8,20529.852,4470.148,0.03,0.01
9,15,24434.911,559.156,1.14,0.74
9,16,86975.996,13024.004,0.546,0.01
