node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24619.131,380.869,1.492,0.01
19,7,24690.265,309.89,0.297,0.01
19,6,1550.0,0.0,0.966,0
13,19,24875.027,124.973,1.493,0.01
13,17,98762.177,1244.396,0.354,0
13,14,1056.061,494.186,0.228,0.01
13,2,96340.09,3649.83,0.566,0.33
12,22,98719.64,1280.36,0.36,0.01
12,10,98153.726,1857.254,0.27,0
12,2,95849.79,4150.21,0.907,0.01
22,12,99309.331,690.669,0.36,0.01
22,20,24624.376,375.624,0.264,0.01
17,13,98380.5,1624.643,0.354,0
17,7,99636.523,363.477,0.243,0.01
17,20,99517.722,482.278,0.487,0.01
17,10,90931.988,9057.534,0.302,0.07
17,23,24994.046,5.954,1.627,0.01
7,17,97671.968,2333.986,0.243,0
7,19,24738.022,261.847,0.297,0.01
7,21,99565.355,434.645,0.318,0.01
7,1,99386.733,613.267,0.446,0.01
7,6,1383.287,166.63,0.619,0.01
7,2,98624.615,1375.385,0.164,0.01
20,17,99582.697,417.303,0.487,0.01
20,15,24636.803,363.197,0.411,0.01
20,22,24815.425,184.575,0.264,0.01
8,5,24987.852,12.148,0.001,0.01
8,9,20087.672,4900.42,0.001,0.24
5,8,24886.873,113.127,0.001,0.01
5,16,20379.421000000002,4622.889,0.202,0.01
15,20,24857.103,142.897,0.411,0.01
15,9,24761.838,238.162,0.686,0.01
3,21,98750.035,1256.543,0.375,0
3,1,99261.827,738.541,0.462,0.01
3,10,99297.534,702.466,0.566,0.01
3,14,1258.158,291.988,0.594,0.01
3,11,23125.172,1870.745,1.26,0.32
21,3,99726.114,273.749,0.374,0.01
21,7,99511.768,488.232,0.317,0.01
21,18,24249.79,750.21,0.418,0.01
1,3,99487.952,511.792,0.462,0.01
1,7,99493.906,500.14,0.446,1.18
1,16,91870.594,8149.445,0.882,0
6,19,1550.0,0.0,0.965,0
6,7,1413.125,136.943,0.619,0.01
10,3,98738.372,1261.628,0.565,0.01
10,12,83098.952,16903.536,0.27,0.04
10,17,93679.96,6311.289,0.302,0.19
10,16,92685.891,7327.376,0.609,0
10,11,22643.135000000002,2353.263,0.997,0.25
14,3,1538.092,11.902,0.594,0.01
14,13,1299.93,249.945,0.228,0.01
4,16,98767.273,1221.429,0.334,0.96
4,2,93664.655,6335.345,0.384,0.01
16,4,95210.555,4798.961,0.333,0
16,5,19906.747,5090.709,0.202,0.01
16,1,99261.329,743.884,0.882,0
16,10,86048.656,13949.316,0.61,0
16,9,89688.156,10311.844,1.613,0.01
11,3,24946.387,53.56,1.261,0.01
11,10,17934.972999999998,7057.973,0.996,0.01
2,13,99577.263,422.526,0.566,0.01
2,7,96778.861,3215.185,0.164,0.18
2,4,95826.214,4173.786,0.383,0.01
2,12,95558.282,4447.672,0.907,0
2,23,24904.735,95.265,0.479,0.01
2,18,24386.733,613.267,0.512,0.01
23,2,24958.082,41.918,0.479,0.01
23,17,24969.99,30.01,1.628,0.01
18,2,23296.623,1703.377,0.512,0.01
18,21,24975.944,24.056,0.418,0.01
9,8,21534.745,3465.255,0.001,0.01
9,15,24714.206,285.794,0.686,0.01
9,16,86650.315,13349.685,1.613,0.01
