node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24601.238,398.762,0.565,0.01
19,7,24452.535,547.192,0.451,0.01
19,6,1543.812,6.188,0.387,0.01
13,19,24423.034,576.966,0.565,0.01
13,17,97031.657,2966.863,0.906,0.01
13,14,1032.275,517.725,0.214,0.01
13,2,94920.08,5080.798,0.273,0
12,22,98518.922,1474.394,0.652,0.4
12,10,97454.212,2545.788,0.491,0.01
12,2,94373.094,5621.296,0.406,0.01
22,12,98912.04,1088.503,0.652,0.01
22,20,24560.06,439.94,0.256,0.01
17,13,97972.708,2028.303,0.906,0.01
17,7,98258.075,1741.925,1.093,0.01
17,20,99262.803,737.197,0.796,0.01
17,10,88418.633,11581.198,1.02,0.05
17,23,24827.352,172.735,0.248,0.01
7,17,99185.516,808.539,1.093,0.73
7,19,24726.524,273.613,0.451,0.01
7,21,99167.681,831.904,0.262,0.01
7,1,98793.137,1207.465,17.089,0.01
7,6,1193.292,350.938,0.22,1.67
7,2,98198.384,1801.616,0.377,0.01
20,17,99524.389,475.611,0.796,0.01
20,15,24655.182,344.818,0.721,0.01
20,22,24351.741,648.259,0.256,0.01
8,5,24952.415,47.561,1.1,0.01
8,9,17451.856,7550.324,0.31,0
5,8,24952.439,47.585,1.099,0.01
5,16,19179.711,5826.234,0.237,0
15,20,24756.249,243.751,0.721,0.01
15,9,24756.249,243.751,0.269,0.01
3,21,97079.481,2923.549,0.001,0
3,1,98941.238,1058.762,0.324,0.01
3,10,99125.629,874.371,0.141,0.01
3,14,990.878,559.122,0.19,0.01
3,11,22359.042,2645.586,0.279,0
21,3,99506.56,493.932,0.001,0.01
21,7,99334.237,666.095,0.263,0.01
21,18,22694.197,2305.803,0.143,0.01
1,3,99702.355,297.645,0.324,0.01
1,7,98762.555,1242.773,17.089,0
1,16,89888.224,10100.788,0.352,0.06
6,19,1549.76,0.24,0.387,0.01
6,7,1365.369,184.539,0.22,0.01
10,3,98292.655,1707.345,0.142,0.01
10,12,79330.1,20658.004,0.491,0.06
10,17,89239.641,10760.938,1.02,0
10,16,91030.259,8965.267,0.152,0.01
10,11,21996.208,2996.349,0.296,0.2
14,3,1329.681,220.319,0.19,0.01
14,13,1407.006,142.994,0.214,0.01
4,16,96133.73300000001,3864.339,0.184,0.01
4,2,91357.405,8644.229,0.273,0
16,4,93751.421,6257.645,0.184,0
16,5,19120.02,5879.98,0.238,0.01
16,1,97960.579,2040.439,0.352,0.01
16,10,81290.414,18730.818,0.152,0
16,9,87515.212,12478.843,0.096,0.05
11,3,24928.419,71.617,0.279,0.01
11,10,16504.16,8500.08,0.296,0.01
2,13,95869.95,4128.224,0.273,0.14
2,7,96759.661,3234.394,0.377,0.18
2,4,95719.262,4288.822,0.273,0
2,12,94847.896,5151.297,0.406,0.12
2,23,24964.108,35.928,0.756,0.01
2,18,22943.769,2057.257,0.236,0.01
23,2,24952.415,47.537,0.756,0.01
23,17,24970.259,29.726,0.247,0.01
18,2,22562.494,2436.291,0.236,0.01
18,21,24940.578,59.422,0.143,0.01
9,8,19892.888,5121.557,0.31,0
9,15,24696.798,303.202,0.269,0.01
9,16,83365.506,16634.494,0.096,0.01
