node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24888.61,111.501,1.748,0.01
19,7,24898.007,102.095,1.157,0.01
19,6,1550.0,0.0,0.08,0
13,19,24911.153,88.758,1.748,0.01
13,17,96714.768,3279.281,1.69,0.17
13,14,1169.413,380.397,0.526,0.01
13,2,98558.054,1423.373,1.047,0.77
12,22,99117.368,883.073,1.835,0.01
12,10,98878.215,1121.785,2.008,0.01
12,2,99718.259,281.741,0.434,0.01
22,12,99890.509,109.436,1.835,0.01
22,20,24838.742,161.258,0.729,0.01
17,13,99323.966,676.034,1.69,0.01
17,7,99725.839,274.161,1.635,0.01
17,20,99076.561,923.9,0.914,0.01
17,10,98264.268,1747.635,0.343,0
17,23,24988.681,11.325,1.112,0.01
7,17,98226.169,1761.929,1.635,0.54
7,19,24712.016,287.697,1.157,0.01
7,21,99466.752,532.982,1.436,0.01
7,1,99903.68,96.271,1.078,0.01
7,6,1542.016,7.976,0.958,0.01
7,2,99507.682,492.072,0.877,0.01
20,17,99896.18,103.768,0.914,0.01
20,15,24866.532,133.468,1.553,0.01
20,22,24615.353,384.647,0.73,0.01
8,5,25000.0,0.0,1.351,0
8,9,23337.327,1655.892,0.718,0.3
5,8,24999.76,0.24,1.35,0.01
5,16,21751.101,3242.948,0.001,0.17
15,20,24883.419,116.581,1.553,0.01
15,9,24975.852,24.148,0.776,0.01
3,21,98451.303,1541.976,1.558,0.33
3,1,99962.209,37.772,0.001,0.01
3,10,99802.005,197.995,0.001,0.01
3,14,1233.798,316.044,1.264,0.01
3,11,24816.675,177.374,0.177,1.41
21,3,99989.693,10.313,1.558,0.01
21,7,99740.774,265.306,1.436,0
21,18,24062.998,942.954,0.928,0
1,3,99915.098,84.945,0.001,0.01
1,7,99636.631,363.551,1.078,0.01
1,16,99534.172,466.061,0.001,0.01
6,19,1550.0,0.0,0.08,0
6,7,1539.706,10.305,0.958,0.01
10,3,99533.004,466.996,0.001,0.01
10,12,92526.12700000001,7450.069,2.008,0.3
10,17,92679.165,7320.835,0.343,0.01
10,16,98910.156,1084.437,0.027,0.32
10,11,24145.777000000002,848.272,1.678,0.34
14,3,1518.75,31.265,1.264,0.01
14,13,1415.885,134.182,0.526,0.01
4,16,99727.912,266.001,0.389,0.91
4,2,98732.663,1266.072,5.139,0.01
16,4,99851.119,148.955,0.388,0.01
16,5,24986.317,13.683,0.001,0.01
16,1,99931.459,68.507,0.001,0.01
16,10,90805.66,9231.389,0.027,0
16,9,98750.97,1249.03,0.183,0.01
11,3,24968.387,31.613,0.177,0.01
11,10,20849.965,4161.937,1.678,0
2,13,99619.223,380.967,1.047,0.01
2,7,98160.639,1846.231,0.878,0
2,4,99834.092,172.028,5.139,0
2,12,97103.217,2896.783,0.434,0.01
2,23,24890.812,109.243,0.065,0.01
2,18,23801.358,1198.642,0.001,0.01
23,2,24975.025,24.963,0.065,0.01
23,17,24965.622,34.36,1.111,0.01
18,2,23971.686,1028.314,0.001,0.01
18,21,24984.419,15.581,0.928,0.01
9,8,24773.396,226.717,0.717,0.01
9,15,24830.291,169.709,0.776,0.01
9,16,93914.844,6085.156,0.183,0.01
