node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24998.687,1.312,0.434,0.01
19,7,24581.533,482.037,0.75,22.86
19,6,1545.549,4.449,0.001,0.01
13,19,24968.183,31.848,0.434,0.01
13,17,98878.241,1184.264,0.672,7.44
13,14,1235.416,314.584,0.491,0.01
13,2,99175.418,1208.068,0.096,0
12,22,99583.425,416.575,0.601,0.01
12,10,99214.458,774.253,0.979,0
12,2,96256.775,3743.225,0.684,0.01
22,12,99583.185,416.815,0.602,0.01
22,20,24904.543,95.457,0.841,0.01
17,13,99731.962,278.708,0.672,0
17,7,98803.595,1196.405,1.602,0.01
17,20,99714.109,285.891,0.76,0.01
17,10,94126.291,5754.437,0.251,0
17,23,25000.0,0.0,0.13,0
7,17,97934.978,2065.022,1.602,0.01
7,19,24737.913,278.403,0.75,0
7,21,99636.985,363.015,0.572,0.01
7,1,99654.838,216.367,1.009,0
7,6,1419.076,150.312,0.001,0
7,2,97982.586,2017.414,1.128,0.01
20,17,99779.81,220.19,0.76,0.01
20,15,24868.837,116.58,0.874,0
20,22,24928.587,71.413,0.84,0.01
8,5,24989.304,5.954,0.001,93.33
8,9,21273.484,4195.507,0.565,0
5,8,23493.387,1493.515,0.001,0
5,16,21094.146,3909.855,0.001,0
15,20,24893.274,83.315,0.874,54.84
15,9,24912.247,101.168,0.416,58.54
3,21,99294.724,696.276,0.267,23.53
3,1,99971.699,28.329,0.437,0.01
3,10,99266.248,728.175,0.859,0.45
3,14,1246.403,303.9,26.01,0.01
3,11,23828.472,1148.557,0.471,8.96
21,3,99976.196,52.528,0.268,0
21,7,99446.55,553.45,0.572,0.01
21,18,24482.257,517.743,0.432,0.01
1,3,99762.817,236.947,0.437,0.01
1,7,99619.723,351.113,1.009,61.44
1,16,95971.288,4475.207,0.407,0.27
6,19,1547.614,2.387,0.001,0.01
6,7,1422.08,119.021,0.001,72.6
10,3,99664.861,334.972,0.858,0.01
10,12,86344.957,14782.466,0.979,0
10,17,94490.225,5492.841,0.251,5.04
10,16,95041.224,5207.189,0.47,4.68
10,11,23573.384,1416.355,0.671,6.67
14,3,1409.994,139.627,26.01,2.22
14,13,1453.984,96.016,0.492,0.01
4,16,99571.523,428.477,0.381,0.01
4,2,94405.991,5599.96,0.26,0
16,4,96078.003,3916.046,0.381,0.15
16,5,19804.472999999998,5198.122,0.001,0.01
16,1,99583.185,168.12,0.407,0
16,10,88121.418,11899.374,0.47,0
16,9,96179.171,3820.829,0.122,0.01
11,3,24975.956,12.807,0.471,0
11,10,18376.216,5714.576,0.671,11.49
2,13,99696.256,307.836,0.096,0
2,7,97000.419,2999.581,1.128,0.01
2,4,96875.447,3124.553,0.26,0.01
2,12,96750.474,3249.526,0.684,0.01
2,23,24993.809,6.191,0.001,0.01
2,18,24297.534,702.466,0.001,0.01
23,2,24999.76,0.24,0.001,0.01
23,17,24981.907,18.093,0.13,0.01
18,2,23214.438000000002,1785.562,0.001,0.01
18,21,24999.76,0.24,0.432,0.01
9,8,24970.005,17.827,0.565,50.0
9,15,24916.445,91.432,0.416,0
9,16,88853.4,11146.6,0.122,0.01
