node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24970.23,29.77,0.583,0.01
19,7,24100.939,899.061,0.831,0.01
19,6,1538.092,11.908,1.091,0.01
13,19,24678.482,321.518,0.583,0.01
13,17,98201.878,1797.224,0.001,0.01
13,14,1031.998,518.002,0.123,0.01
13,2,95879.8,4118.143,0.234,0.01
12,22,98523.397,1475.866,0.294,0.01
12,10,97296.863,2703.137,1.249,0.01
12,2,94563.956,5433.33,0.272,0.01
22,12,99006.171,994.326,0.295,0.01
22,20,24565.332,434.668,0.292,0.01
17,13,98732.421,1262.258,0.001,0.47
17,7,98143.025,1857.662,1.08,0.32
17,20,99261.827,738.173,0.001,0.01
17,10,87699.131,12301.059,1.333,0.05
17,23,24898.832,95.265,0.391,5.88
7,17,96766.953,3231.433,1.08,0.01
7,19,24493.666,506.334,0.831,0.01
7,21,99100.939,899.061,0.556,0.01
7,1,98958.042,1041.958,0.557,0.01
7,6,1198.711,351.289,0.542,0.01
7,2,98094.705,1910.295,0.24,0
20,17,99434.408,565.592,0.001,0.01
20,15,24630.794,369.391,0.404,0.01
20,22,24464.403,535.597,0.291,0.01
8,5,24952.368,47.632,0.173,0.01
8,9,17432.408,7561.638,33.338,0.08
5,8,24952.128,47.872,0.173,0.01
5,16,19194.565,5805.435,0.001,0.01
15,20,24755.884,243.994,0.404,0.01
15,9,24749.93,244.116,0.704,2.38
3,21,97058.462,2941.538,0.245,0.01
3,1,98892.308,1107.692,0.212,0.01
3,10,99041.159,958.841,0.296,0.01
3,14,1001.988,548.012,0.073,0.01
3,11,22362.118,2637.882,0.527,0.01
21,3,99523.676,476.324,0.245,0.01
21,7,99339.101,660.899,0.556,0.01
21,18,22594.565,2404.234,1.318,0.01
1,3,99714.206,285.794,0.212,0.01
1,7,98874.685,1125.315,0.557,0.01
1,16,89907.652,10098.302,0.605,0
6,19,1550.0,0.0,1.091,0
6,7,1365.425,184.575,0.543,0.01
10,3,98124.476,1875.524,0.295,0.01
10,12,79273.966,20726.034,1.249,0.01
10,17,90562.837,9444.353,1.332,0
10,16,90294.66500000001,9711.289,0.53,0
10,11,21992.967,3007.033,0.206,0.01
14,3,1335.654,214.346,0.073,0.01
14,13,1413.057,136.943,0.123,0.01
4,16,97338.302,2667.652,0.254,0
4,2,90062.458,9932.581,0.441,0.01
16,4,92926.593,7073.407,0.254,0.01
16,5,19129.311,5864.735,0.001,0.1
16,1,97963.716,2030.33,0.605,0.29
16,10,82584.416,17415.584,0.53,0.01
16,9,87520.08,12479.92,0.297,0.01
11,3,24934.505,65.495,0.526,0.01
11,10,16497.622,8496.424,0.207,0.07
2,13,97131.583,2863.896,0.234,0.21
2,7,94441.697,5561.079,0.24,0.01
2,4,96459.111,3542.657,0.441,0.01
2,12,94840.419,5156.204,0.272,0.12
2,23,24910.734,89.311,0.001,0.01
2,18,23042.097,1957.903,0.207,0.01
23,2,24928.312,71.653,0.001,0.01
23,17,24981.898,18.093,0.391,0.01
18,2,22553.869,2446.131,0.207,0.01
18,21,24946.201,53.826,1.318,0.01
9,8,19885.475,5108.571,33.339,0.12
9,15,24696.344,303.656,0.705,0.01
9,16,83364.39600000001,16647.512,0.297,0
