node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,25000.0,0.0,0.322,0
19,7,25000.0,0.0,0.129,0
19,6,1550.0,0.0,0.096,0
13,19,25000.0,0.0,0.322,0
13,17,100000.0,0.0,1.23,0
13,14,1550.0,0.0,0.979,0
13,2,100000.0,0.0,1.302,0
12,22,99999.76,0.24,0.966,0.01
12,10,99999.76,0.24,0.705,0.01
12,2,99999.76,0.24,1.07,0.01
22,12,100000.0,0.0,0.966,0
22,20,24999.76,0.24,0.83,0.01
17,13,100000.0,0.0,1.23,0
17,7,100000.0,0.0,0.596,0
17,20,100000.0,0.0,0.081,0
17,10,100000.0,0.0,0.001,0
17,23,25000.0,0.0,0.237,0
7,17,99999.76,0.24,0.596,0.01
7,19,25000.0,0.0,0.129,0
7,21,100000.0,0.0,1.381,0
7,1,100000.0,0.0,0.35,0
7,6,1550.0,0.0,0.182,0
7,2,100000.0,0.0,0.001,0
20,17,99999.76,0.24,0.081,0.01
20,15,25000.0,0.0,0.737,0
20,22,25000.0,0.0,0.83,0
8,5,24999.76,0.24,0.526,0.01
8,9,24999.76,0.24,0.001,0.01
5,8,25000.0,0.0,0.525,0
5,16,24999.76,0.24,0.457,0.01
15,20,24999.76,0.24,0.737,0.01
15,9,24999.76,0.24,0.09,0.01
3,21,99999.76,0.24,0.509,0.01
3,1,99999.76,0.24,0.652,0.01
3,10,99999.76,0.24,0.562,0.01
3,14,1549.76,0.24,0.613,0.01
3,11,24999.76,0.24,0.001,0.01
21,3,100000.0,0.0,0.509,0
21,7,100000.0,0.0,1.381,0
21,18,25000.0,0.0,0.142,0
1,3,100000.0,0.0,0.652,0
1,7,100000.0,0.0,0.351,0
1,16,99999.76,0.24,0.531,0.01
6,19,1550.0,0.0,0.096,0
6,7,1550.0,0.0,0.183,0
10,3,100000.0,0.0,0.562,0
10,12,100000.0,0.0,0.705,0
10,17,100000.0,0.0,0.001,0
10,16,99999.76,0.24,0.366,0.01
10,11,24999.76,0.24,0.453,0.01
14,3,1550.0,0.0,0.613,0
14,13,1550.0,0.0,0.979,0
4,16,99999.76,0.24,0.473,0.01
4,2,99999.76,0.24,0.173,0.01
16,4,100000.0,0.0,0.473,0
16,5,25000.0,0.0,0.457,0
16,1,100000.0,0.0,0.531,0
16,10,100000.0,0.0,0.366,0
16,9,99999.76,0.24,1.316,0.01
11,3,25000.0,0.0,0.001,0
11,10,25000.0,0.0,0.453,0
2,13,100000.0,0.0,1.302,0
2,7,100000.0,0.0,0.001,0
2,4,100000.0,0.0,0.174,0
2,12,100000.0,0.0,1.07,0
2,23,25000.0,0.0,1.322,0
2,18,25000.0,0.0,1.37,0
23,2,24999.76,0.24,1.322,0.01
23,17,24999.76,0.24,0.237,0.01
18,2,25000.0,0.0,1.37,0
18,21,25000.0,0.0,0.142,0
9,8,25000.0,0.0,0.001,0
9,15,25000.0,0.0,0.09,0
9,16,100000.0,0.0,1.316,0
