node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.695276,304.723553,0.0,0.617981
1,7,99999.695289,304.710773,0.0,1.433372
1,16,99999.655019,344.980919,0.0,0.80657
2,4,99999.655048,344.951974,0.0,0.808239
2,7,99999.655062,344.937505,0.0,0.965595
2,12,99999.655062,344.937505,0.0,1.119852
2,13,99999.655048,344.951974,0.0,0.917435
2,18,24999.655062,344.937505,0.0,1.239181
2,23,24999.655048,344.951974,0.0,0.766516
3,10,99999.695302,304.697987,0.0,2.031088
3,11,24999.655048,344.951974,0.0,1.676798
3,14,1549.695289,304.710769,0.0,0.504375
3,21,99999.655048,344.951974,0.0,1.937747
4,16,99999.655048,344.951974,0.0,0.785112
5,8,24999.614781,385.218742,0.0,0.437737
5,16,24999.655077,344.923039,0.0,1.525521
6,7,1549.695302,304.697989,0.0,0.468612
6,19,1549.695264,304.736335,0.0,0.769734
7,17,99999.655062,344.937505,0.0,1.496077
7,19,24999.695302,304.697989,0.0,0.455856
7,21,99999.655062,344.937505,0.0,1.650929
8,9,24999.655048,344.951974,0.0,0.552416
9,15,24999.655048,344.951974,0.0,1.037478
9,16,99999.655077,344.923039,0.0,1.606941
10,11,24999.655048,344.951974,0.0,2.175808
10,12,99999.655034,344.966445,0.0,1.537085
10,16,99999.655048,344.951979,0.0,1.774311
10,17,99999.655034,344.966445,0.0,1.73676
12,22,99999.655062,344.937505,0.0,1.160145
13,14,1549.695289,304.710769,0.0,1.674294
13,17,99999.655048,344.951974,0.0,0.687361
13,19,24999.695276,304.723553,0.0,0.102997
15,20,24999.695315,304.685207,0.0,2.254128
17,20,99999.695328,304.672427,0.0,2.55239
17,23,24999.655048,344.951974,0.0,0.59557
18,21,24999.655062,344.937505,0.0,2.058506
20,22,24999.655062,344.937505,0.0,0.616908
