node1,node2,free_bw,used_bw,pkloss,delay
1,3,96041.555838,3958444.16248,0.0,1.180053
1,7,98758.546154,1241453.846079,0.0,4.13394
1,16,92970.125996,7029874.003859,0.001923,4.011989
2,4,94781.659584,5218340.41598,0.0,1.497388
2,7,98762.411005,1237588.995135,0.0,0.091553
2,12,98762.007717,1237992.283174,0.0,1.862526
2,13,98790.294917,1209705.08304,0.0,3.196716
2,18,21805.680926,3194319.073981,0.0,0.219345
2,23,24919.157188,80842.811609,0.0,3.216267
3,10,99898.860138,101139.861784,0.0,3.114462
3,11,20661.799027,4338200.972991,0.0,1.732826
3,14,581.563513,968436.48734,0.0,2.343535
3,21,97629.833249,2370166.750545,0.0,2.613187
4,16,92651.961825,7348038.174517,0.0,2.124429
5,8,24949.546823,50453.176855,0.0,1.567721
5,16,20141.468014,4858531.985907,0.0,2.302766
6,7,1393.463848,156536.151652,0.0,1.522899
6,19,1543.731253,6268.746855,0.0,1.287699
7,17,99791.461835,208538.164737,0.0,2.290845
7,19,24419.555779,580444.220768,0.0,3.842235
7,21,99929.810434,70189.565509,0.0,3.258586
8,9,20592.644858,4407355.141755,0.0,3.914356
9,15,12948.27685,12051723.149787,0.0,3.359675
9,16,85587.554437,14412445.562825,0.0,3.629684
10,11,22306.863593,2693136.40652,0.0,0.769854
10,12,93650.230394,6349769.606471,0.0,2.253175
10,16,87594.200607,12405799.392774,0.0,1.60861
10,17,93091.189252,6908810.748154,0.0,2.059698
12,22,92081.183023,7918816.977017,0.0,3.015637
13,14,687.186998,862813.002147,0.0,2.588749
13,17,98628.735246,1371264.753932,0.0,3.254175
13,19,24658.653021,341346.978749,0.0,1.874685
15,20,12986.447871,12013552.128507,0.0,0.750661
17,20,94958.041939,5041958.060728,0.0,3.183126
17,23,24990.612984,9387.015601,0.0,2.835512
18,21,23054.139238,1945860.761617,0.0,1.91009
20,22,16676.144271,8323855.728905,0.0,2.298117
