node1,node2,free_bw,used_bw,pkloss,delay
1,3,98758.964609,1241035.39113,0.0,2.331018
1,7,99050.197387,949802.612815,0.0,2.788067
1,16,90387.177767,9612822.232566,0.001201,1.280427
2,4,91303.772983,8696227.017043,0.0,2.885699
2,7,96343.077827,3656922.172781,0.0,2.38204
2,12,91933.017883,8066982.117371,0.0,1.034856
2,13,85471.259871,14528740.128807,0.001213,2.259851
2,18,20668.027873,4331972.126606,0.000494,1.606226
2,23,24896.071866,103928.133658,0.0,1.150012
3,10,98439.175515,1560824.48535,0.0,1.582861
3,11,22683.089581,2316910.41894,0.000309,1.146555
3,14,0.0,2671227.604735,0.0,530.593395
3,21,96877.267152,3122732.847729,0.000546,2.258539
4,16,96825.442028,3174557.971623,0.000309,0.84269
5,8,24841.672474,158327.526411,0.0,2.757788
5,16,10384.954412,14615045.588112,0.000535,1.122236
6,7,1489.71034,60289.66049,0.0,0.0
6,19,1253.522102,296477.898176,0.0,1.767516
7,17,98361.339938,1638660.062127,0.0,0.0
7,19,24783.75149,216248.509781,0.0,2.070546
7,21,97234.52262,2765477.379664,0.000487,2.307415
8,9,13453.245163,11546754.837477,0.000994,2.67005
9,15,5420.868105,19579131.894887,0.001107,0.851512
9,16,90386.580472,9613419.528167,0.0,1.655102
10,11,14263.938208,10736061.792129,0.000888,2.138734
10,12,78370.025024,21629974.976232,0.000348,2.285242
10,16,85552.014688,14447985.311604,0.000876,3.136992
10,17,78170.402988,21829597.011645,0.001541,1.892924
12,22,99199.969104,800030.895811,0.0,2.067447
13,14,0.0,2879899.925314,0.0,17.209768
13,17,87408.453464,12591546.535687,0.002414,1.76394
13,19,23357.707902,1642292.098104,0.0,3.272891
15,20,5072.564856,19927435.143985,0.000692,1.059651
17,20,77587.497943,22412502.056922,0.000289,3.70419
17,23,24917.491395,82508.605491,0.0,1.583457
18,21,22407.950296,2592049.704437,0.0,2.265811
20,22,23062.645286,1937354.71413,0.0,3.777266
