node1,node2,free_bw,used_bw,pkloss,delay
1,3,98927.368678,1072631.321928,0.0,3.384113
1,7,99186.067995,813932.004751,0.0,2.043724
1,16,87158.649757,12841350.242659,0.003444,2.928615
2,4,92458.584708,7541415.291852,0.001753,1.100302
2,7,86791.494597,13208505.403381,0.004165,1.949668
2,12,93258.892015,6741107.984722,0.000612,2.913833
2,13,97374.703541,2625296.459021,0.001139,2.783656
2,18,21062.400885,3937599.115093,0.0,0.219584
2,23,24850.016331,149983.669289,0.0,2.128601
3,10,98691.759579,1308240.421143,0.0,2.489567
3,11,17751.655651,7248344.349106,0.001296,2.260447
3,14,523.389177,1026610.822583,0.0,1.80161
3,21,92698.702009,7301297.991217,0.001306,1.07789
4,16,95845.118499,4154881.500712,0.000546,2.811909
5,8,22229.946421,2770053.578964,0.000845,1.016498
5,16,11128.736287,13871263.713257,0.0,0.803828
6,7,1125.479968,424520.032019,0.0,1.373649
6,19,1548.840385,1159.614587,0.0,0.263453
7,17,84764.001481,15235998.519241,0.002539,0.095129
7,19,24244.416347,755583.653141,0.0,0.970006
7,21,94224.191502,5775808.497867,0.001092,2.372265
8,9,13666.789382,11333210.61822,0.001984,4.390001
9,15,3898.042964,21101957.035856,0.003627,0.202537
9,16,91810.529651,8189470.348905,0.0,1.537204
10,11,11282.703359,13717296.640907,0.002397,30.060649
10,12,77852.172285,22147827.715271,0.002519,1.237392
10,16,87226.658073,12773341.927429,0.001474,3.562093
10,17,76009.532911,23990467.089026,0.004452,1.541138
12,22,99069.352203,930647.79695,0.0,3.100872
13,14,760.064915,789935.085358,0.0,0.736117
13,17,95846.268019,4153731.98063,0.00099,1.639724
13,19,24652.320179,347679.820889,0.0,0.679135
15,20,3701.141614,21298858.385795,0.001094,0.0
17,20,76626.4964,23373503.600407,0.001455,0.445604
17,23,24996.804154,3195.846076,0.0,2.364635
18,21,22168.905116,2831094.884242,0.0,0.64528
20,22,23020.203506,1979796.494406,0.0,0.0
