node1,node2,free_bw,used_bw,pkloss,delay
1,3,99571.459532,428540.468003,0.0,1.240134
1,7,85921.534513,14078465.486874,0.002095,0.737667
1,16,77892.053993,22107946.006978,0.002026,0.0
2,4,94218.245325,5781754.67533,0.000155,0.383615
2,7,97199.863123,2800136.877487,0.0,0.0
2,12,87720.371016,12279628.983563,0.0,1.681805
2,13,92536.649446,7463350.553506,0.002643,0.204921
2,18,22254.834901,2745165.098969,0.0,1.006842
2,23,24863.079129,136920.870791,0.0,0.329494
3,10,99903.486057,96513.943223,0.0,0.800967
3,11,19523.188044,5476811.955801,0.001756,0.673175
3,14,1038.458274,511541.726076,0.0,1.833558
3,21,95622.88149,4377118.510442,0.000374,2.088904
4,16,95569.578052,4430421.947657,0.0,0.8986
5,8,24111.863804,888136.195907,0.0,0.335455
5,16,14356.371687,10643628.312647,0.000192,1.177311
6,7,1056.204814,493795.185775,0.004077,1.300931
6,19,1537.466242,12533.758282,0.0,0.645638
7,17,89874.273924,10125726.075652,0.000357,1.679063
7,19,23905.731108,1094268.892057,0.0,0.0
7,21,98098.182001,1901817.998826,0.0,1.014113
8,9,15523.055756,9476944.244438,0.000634,1.883507
9,15,24424.699794,575300.206488,0.0,2.019882
9,16,77791.60813,22208391.87031,0.0,1.428246
10,11,12858.32942,12141670.580342,0.001262,0.041366
10,12,76782.731298,23217268.701778,0.000823,1.312375
10,16,84796.792352,15203207.64844,0.000703,0.602365
10,17,95356.427194,4643572.805576,0.000222,0.611067
12,22,98496.35156,1503648.440121,0.0,1.285076
13,14,790.280789,759719.211299,0.0,1.421928
13,17,96670.321963,3329678.036635,0.0,1.934767
13,19,24311.482701,688517.298984,0.0,1.545668
15,20,24627.251929,372748.071117,0.0,0.958204
17,20,99355.495952,644504.047764,0.0,1.754522
17,23,24954.58861,45411.389751,0.0,1.899362
18,21,21030.028013,3969971.986916,0.0,0.949144
20,22,24169.800738,830199.261993,0.0,1.269341
