node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.838879,161.121135,0.0,1.471639
1,7,99999.838879,161.121135,0.0,1.184821
1,16,99999.798607,201.392968,0.0,0.311255
2,4,99999.79859,201.409869,0.0,1.252174
2,7,99999.79859,201.409869,0.0,0.608921
2,12,99999.79859,201.409869,0.0,1.576781
2,13,99999.79859,201.409869,0.0,1.174331
2,18,24999.758308,241.691843,0.0,1.381397
2,23,24999.798599,201.401419,0.0,1.348019
3,10,99999.838872,161.127895,0.0,1.541615
3,11,24999.79859,201.409869,0.0,1.143932
3,14,1549.838879,161.121135,0.0,1.245856
3,21,99999.79859,201.409869,0.0,0.620723
4,16,99999.798599,201.401419,0.0,0.303268
5,8,24999.758308,241.691843,0.0,1.21057
5,16,24999.798599,201.401419,0.0,2.10011
6,7,1549.838872,161.127895,0.0,1.668334
6,19,1549.838872,161.127895,0.0,1.208901
7,17,99999.79859,201.409869,0.0,1.474857
7,19,24999.838872,161.127895,0.0,1.199245
7,21,99999.79859,201.409869,0.0,1.18649
8,9,24999.79859,201.409869,0.0,1.257181
9,15,24999.79859,201.409869,0.0,0.963688
9,16,99999.798599,201.401419,0.0,0.979424
10,11,24999.79859,201.409869,0.0,1.426697
10,12,99999.79859,201.409869,0.0,1.404524
10,16,99999.79859,201.409869,0.0,1.040697
10,17,99999.79859,201.409869,0.0,1.0885
12,22,99999.79859,201.409869,0.0,1.349688
13,14,1549.838879,161.121135,0.0,1.003265
13,17,99999.798599,201.401419,0.0,0.698328
13,19,24999.838872,161.127895,0.0,1.692295
15,20,24999.79859,201.409869,0.0,0.057101
17,20,99999.838879,161.121135,0.0,0.734329
17,23,24999.798607,201.392968,0.0,0.346541
18,21,24999.79859,201.409869,0.0,2.301693
20,22,24999.838872,161.127895,0.0,1.606107
