node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.758268,241.732417,0.0,1.504302
1,7,99999.758257,241.742565,0.0,0.668168
1,16,99999.838832,161.168476,0.0,0.901699
2,4,99999.838811,161.188767,0.0,1.580715
2,7,99999.838811,161.188767,0.0,1.281619
2,12,99999.838811,161.188767,0.0,0.512719
2,13,99999.838818,161.182002,0.0,1.281023
2,18,24999.798506,201.494417,0.0,0.020146
2,23,24999.838804,161.195534,0.0,1.473188
3,10,99999.758257,241.742561,0.0,1.806498
3,11,24999.838818,161.182002,0.0,1.470447
3,14,1549.758257,241.742561,0.0,1.525283
3,21,99999.838818,161.182002,0.0,1.68252
4,16,99999.838811,161.188767,0.0,0.760555
5,8,24999.798522,201.477503,0.0,1.023293
5,16,24999.798506,201.494417,0.0,2.356768
6,7,1549.758257,241.742565,0.0,1.486301
6,19,1549.758288,241.712128,0.0,1.083732
7,17,99999.838811,161.188767,0.0,2.088547
7,19,24999.758257,241.742565,0.0,1.600981
7,21,99999.838811,161.188767,0.0,1.313329
8,9,24999.838818,161.182002,0.0,1.121521
9,15,24999.838811,161.188767,0.0,0.350952
9,16,99999.838804,161.195534,0.0,0.399709
10,11,24999.838825,161.175239,0.0,0.517726
10,12,99999.838832,161.168473,0.0,1.036525
10,16,99999.838825,161.175239,0.0,0.677109
10,17,99999.838825,161.175239,0.0,1.307368
12,22,99999.838811,161.188767,0.0,1.042485
13,14,1549.758257,241.742561,0.0,1.466632
13,17,99999.838818,161.182002,0.0,1.187205
13,19,24999.758268,241.732417,0.0,1.21212
15,20,24999.798514,201.485959,0.0,1.42622
17,20,99999.798506,201.494417,0.0,3.002167
17,23,24999.838804,161.195534,0.0,1.513243
18,21,24999.798514,201.485959,0.0,1.623988
20,22,24999.798506,201.494417,0.0,1.593709
