node1,node2,free_bw,used_bw,pkloss,delay
1,3,99951.987248,48012.752297,0.0,0.0
1,7,99697.741609,302258.391389,0.0,0.0
1,16,98988.846783,1011153.217101,0.0,0.0
2,4,99010.548864,989451.13634,0.0,1.757145
2,7,99471.563795,528436.205016,0.0,0.588179
2,12,98455.987249,1544012.750608,0.0,0.723958
2,13,99885.21958,114780.420486,0.0,2.931237
2,18,23669.138373,1330861.627273,0.0,0.885367
2,23,24984.475819,15524.18106,0.0,0.678182
3,10,99537.92961,462070.389672,0.0,1.147151
3,11,24980.572627,19427.373047,0.0,0.320911
3,14,1329.832215,220167.785235,0.0,4.915595
3,21,99521.878523,478121.47651,0.0,1.705289
4,16,99163.726846,836273.154362,0.0,1.309037
5,8,23586.160624,1413839.375835,0.0,2.400041
5,16,22083.295536,2916704.463839,0.0,2.142191
6,7,1493.23557,56764.42993,0.0,1.525998
6,19,1549.711385,288.614817,0.0,1.604319
7,17,99576.03993,423960.069535,0.0,1.688719
7,19,24385.720046,614279.953988,0.0,1.687765
7,21,99578.731093,421268.907247,0.0,0.741005
8,9,24977.532215,22467.785235,0.0,1.708388
9,15,22784.233557,2215766.442953,0.0,1.390219
9,16,99178.201342,821798.657718,0.0,1.585603
10,11,22222.717388,2777282.611828,0.0,0.839472
10,12,95486.626059,4513373.941161,0.0,0.556588
10,16,96855.208309,3144791.691428,0.0,1.376629
10,17,94912.724791,5087275.209256,0.0,1.216769
12,22,99754.70492,245295.080336,0.0,2.855301
13,14,1354.183893,195816.107383,0.0,1.689792
13,17,99025.398658,974601.342282,0.0,1.5347
13,19,24527.225072,472774.928474,0.0,1.070976
15,20,22739.687425,2260312.574758,0.0,0.850797
17,20,97504.074531,2495925.468929,0.0,0.35727
17,23,24983.492617,16507.38255,0.0,1.65379
18,21,24133.856376,866143.624161,0.0,1.75786
20,22,24861.412524,138587.475601,0.0,0.901341
