node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.758814,241.185832,0.0,1.348138
1,7,99999.758804,241.195934,0.0,1.552582
1,16,99999.839203,160.797289,0.0,1.242161
2,4,99999.79897,201.030281,0.0,1.095653
2,7,99999.839176,160.824224,0.0,1.537442
2,12,99999.839176,160.824224,0.0,1.300097
2,13,99999.798978,201.021863,0.0,1.684666
2,18,24999.839176,160.824224,0.0,1.329064
2,23,24999.839176,160.824224,0.0,0.42367
3,10,99999.758804,241.19593,0.0,1.392126
3,11,24999.839183,160.81749,0.0,1.190424
3,14,1549.799003,200.996609,0.0,0.87285
3,21,99999.839189,160.810755,0.0,0.659823
4,16,99999.798978,201.021861,0.0,1.268029
5,8,24999.839183,160.81749,0.0,1.090765
5,16,24999.839176,160.824224,0.0,1.067996
6,7,1549.758794,241.206032,0.0,1.647592
6,19,1549.758824,241.175732,0.0,1.448274
7,17,99999.839183,160.817489,0.0,1.422882
7,19,24999.758804,241.195934,0.0,1.513004
7,21,99999.839183,160.817489,0.0,0.839233
8,9,24999.798987,201.013443,0.0,1.408815
9,15,24999.798978,201.021861,0.0,1.73378
9,16,99999.839183,160.817489,0.0,0.961065
10,11,24999.839183,160.81749,0.0,2.067089
10,12,99999.839196,160.804021,0.0,0.667214
10,16,99999.839189,160.810757,0.0,0.883222
10,17,99999.839196,160.804021,0.0,0.455856
12,22,99999.839176,160.824224,0.0,0.950217
13,14,1549.798995,201.005025,0.0,1.606822
13,17,99999.839189,160.810755,0.0,1.274347
13,19,24999.758814,241.185832,0.0,1.516104
15,20,24999.79897,201.030281,0.0,1.423597
17,20,99999.79897,201.030281,0.0,1.612186
17,23,24999.839183,160.817489,0.0,0.818372
18,21,24999.839183,160.817489,0.0,0.484467
20,22,24999.798961,201.0387,0.0,1.279593
