node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.838872,161.127895,0.0,0.410438
1,7,99999.838872,161.127895,0.0,0.0
1,16,99999.758308,241.691843,0.0,0.0
2,4,99999.798582,201.418321,0.0,0.916719
2,7,99999.798582,201.418321,0.0,29.664636
2,12,99999.798573,201.426773,0.0,0.820756
2,13,99999.798582,201.418321,0.0,0.159502
2,18,24999.798582,201.418321,0.0,3.161192
2,23,24999.758298,241.701985,0.0,0.759721
3,10,99999.838872,161.127895,0.0,2.018571
3,11,24999.79859,201.409869,0.0,2.014637
3,14,1549.79859,201.409869,0.0,1.290441
3,21,99999.758308,241.691843,0.0,1.697183
4,16,99999.79859,201.409869,0.0,2.034068
5,8,24999.79859,201.409869,0.0,2.214551
5,16,24999.79859,201.409869,0.0,1.568794
6,7,1549.838872,161.127895,0.0,0.251532
6,19,1549.838879,161.121135,0.0,2.119899
7,17,99999.79859,201.409869,0.0,0.79596
7,19,24999.838879,161.121135,0.0,0.36931
7,21,99999.758308,241.691843,0.0,0.0
8,9,24999.79859,201.409869,0.0,1.983881
9,15,24999.798582,201.418321,0.0,1.68252
9,16,99999.758308,241.691843,0.0,0.921845
10,11,24999.838872,161.127895,0.0,1.799703
10,12,99999.798582,201.418321,0.0,1.538157
10,16,99999.79859,201.409869,0.0,1.774907
10,17,99999.79859,201.409869,0.0,1.75643
12,22,99999.79859,201.409869,0.0,0.0
13,14,1549.79859,201.409869,0.0,1.793265
13,17,99999.79859,201.409869,0.0,1.965165
13,19,24999.838879,161.121135,0.0,1.073241
15,20,24999.798573,201.426773,0.0,1.990914
17,20,99999.798582,201.418321,0.0,1.549244
17,23,24999.79859,201.409869,0.0,1.559496
18,21,24999.79859,201.409869,0.0,0.627637
20,22,24999.798582,201.418321,0.0,1.365781
