node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798708,201.291623,0.0,1.233697
1,7,99999.798717,201.283183,0.0,1.909137
1,16,99999.83898,161.019793,0.0,1.73533
2,4,99999.838994,161.006289,0.0,1.294017
2,7,99999.838994,161.006289,0.0,1.259804
2,12,99999.798742,201.257862,0.0,1.551032
2,13,99999.838987,161.013041,0.0,1.556396
2,18,24999.798742,201.257862,0.0,1.979589
2,23,24999.838994,161.006289,0.0,1.317143
3,10,99999.798725,201.27474,0.0,1.266479
3,11,24999.798742,201.257863,0.0,0.807166
3,14,1549.83898,161.019792,0.0,1.50013
3,21,99999.838987,161.013041,0.0,0.01967
4,16,99999.838994,161.006289,0.0,1.735091
5,8,24999.798734,201.266301,0.0,1.438379
5,16,24999.798751,201.249424,0.0,1.659036
6,7,1549.798725,201.274741,0.0,1.112103
6,19,1549.798708,201.291621,0.0,1.211643
7,17,99999.798742,201.257862,0.0,1.797915
7,19,24999.75847,241.52969,0.0,1.003027
7,21,99999.838994,161.006289,0.0,0.599504
8,9,24999.838987,161.013041,0.0,1.575828
9,15,24999.838987,161.013041,0.0,1.306415
9,16,99999.839,160.999539,0.0,2.050877
10,11,24999.798742,201.257863,0.0,1.818776
10,12,99999.798725,201.274741,0.0,1.406312
10,16,99999.838987,161.013043,0.0,1.429439
10,17,99999.798725,201.274741,0.0,1.950502
12,22,99999.798742,201.257862,0.0,1.244068
13,14,1549.798725,201.27474,0.0,1.309156
13,17,99999.798734,201.266301,0.0,1.507282
13,19,24999.75846,241.539817,0.0,24.637699
15,20,24999.798734,201.266301,0.0,1.146913
17,20,99999.798742,201.257862,0.0,1.24526
17,23,24999.798734,201.266301,0.0,1.231909
18,21,24999.798742,201.257862,0.0,1.903296
20,22,24999.798742,201.257862,0.0,1.928449
