node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.838865,161.134657,0.0,0.866771
1,7,99999.838859,161.14142,0.0,1.714706
1,16,99999.798573,201.426774,0.0,0.504613
2,4,99999.798548,201.452134,0.0,1.406908
2,7,99999.798548,201.452134,0.0,1.675487
2,12,99999.798539,201.460589,0.0,1.704931
2,13,99999.798548,201.452134,0.0,1.288772
2,18,24999.798539,201.460589,0.0,2.333283
2,23,24999.798548,201.452134,0.0,0.934005
3,10,99999.838859,161.141418,0.0,1.660228
3,11,24999.798556,201.443681,0.0,1.453638
3,14,1549.838859,161.141418,0.0,1.985073
3,21,99999.798556,201.443681,0.0,0.784039
4,16,99999.798556,201.44368,0.0,0.690579
5,8,24999.758268,241.732416,0.0,1.313686
5,16,24999.798556,201.44368,0.0,1.115799
6,7,1549.838859,161.14142,0.0,0.0
6,19,1549.838879,161.121135,0.0,0.0
7,17,99999.798556,201.44368,0.0,2.084851
7,19,24999.838865,161.134659,0.0,1.65987
7,21,99999.798548,201.452134,0.0,1.674771
8,9,24999.798556,201.44368,0.0,1.837373
9,15,24999.798556,201.44368,0.0,1.619697
9,16,99999.798556,201.44368,0.0,0.601172
10,11,24999.798556,201.443681,0.0,1.162648
10,12,99999.798556,201.443681,0.0,1.463652
10,16,99999.798565,201.435226,0.0,0.549793
10,17,99999.798565,201.435226,0.0,1.398087
12,22,99999.798556,201.44368,0.0,1.402974
13,14,1549.838852,161.148181,0.0,1.613379
13,17,99999.798556,201.44368,0.0,0.656009
13,19,24999.838865,161.134659,0.0,1.387239
15,20,24999.818692,181.307767,0.000539,1.499414
17,20,99999.838838,161.161708,0.0,1.440048
17,23,24999.798556,201.44368,0.0,1.378655
18,21,24999.798539,201.460589,0.0,0.435352
20,22,24999.818692,181.307767,0.0,1.426101
