node1,node2,free_bw,used_bw,pkloss,delay
1,3,99184.920169,815079.831266,0.000673,1.8121
1,7,98094.697591,1905302.409365,0.000297,1.793623
1,16,91465.600267,8534399.732567,0.000192,4.258513
2,4,78628.124622,21371875.378144,0.000618,0.920534
2,7,94552.868319,5447131.681154,0.0,5.417466
2,12,75096.694982,24903305.018385,0.000301,1.359582
2,13,94868.103904,5131896.09641,0.000682,1.665115
2,18,20002.201072,4997798.927516,0.0,1.186371
2,23,24869.413666,130586.333558,0.0,3.15392
3,10,96187.717328,3812282.672479,0.0,0.0
3,11,22912.54986,2087450.1404,0.0,5.043745
3,14,135.906614,1414093.385866,0.0,0.325322
3,21,95827.124516,4172875.484223,0.002192,0.0
4,16,86194.459617,13805540.383048,0.000329,1.565695
5,8,15343.264725,9656735.275332,0.0,11.319041
5,16,2358.732713,22641267.2869,0.000327,0.0
6,7,1220.074191,329925.808519,0.0,0.116467
6,19,1548.839705,1160.295104,0.0,1.650453
7,17,97691.118757,2308881.24308,0.001432,0.329852
7,19,23622.820973,1377179.027444,0.0,1.241684
7,21,96398.169343,3601830.657318,0.002005,1.298547
8,9,23299.225482,1700774.518022,0.000932,1.419663
9,15,11831.346186,13168653.813914,0.000726,1.076341
9,16,95753.539241,4246460.759313,0.0,1.75786
10,11,14959.721765,10040278.234942,0.00091,1.586437
10,12,88416.53045,11583469.549683,0.000517,1.512408
10,16,93300.419064,6699580.935589,0.00024,2.600312
10,17,86724.878576,13275121.423999,0.0,2.4544
12,22,90014.594509,9985405.490905,0.0,1.565695
13,14,741.449409,808550.590997,0.0,2.11668
13,17,99426.255919,573744.08081,0.0,2.790451
13,19,24480.709246,519290.754165,0.001212,0.589848
15,20,11770.896899,13229103.101425,0.000474,1.796603
17,20,94703.741827,5296258.172674,0.000259,0.0
17,23,24959.332775,40667.225482,0.0,0.805974
18,21,22164.677284,2835322.715842,0.00039,0.0
20,22,16341.103101,8658896.898575,0.0,2.865314
