node1,node2,free_bw,used_bw,pkloss,delay
1,3,99999.798421,201.579036,0.0,1.108646
1,7,99999.798421,201.579036,0.0,0.712514
1,16,99999.798472,201.528269,0.0,1.953959
2,4,99999.798489,201.511348,0.0,1.277566
2,7,99999.79848,201.519813,0.0,1.129627
2,12,99999.838784,161.21585,0.0,1.137853
2,13,99999.79848,201.519824,0.0,1.323462
2,18,24999.838832,161.168471,0.0,1.570463
2,23,24999.798489,201.511348,0.0,1.357913
3,10,99999.758095,241.905002,0.0,2.285957
3,11,24999.79848,201.519813,0.0,1.792669
3,14,1549.798421,201.579036,0.0,0.991702
3,21,99999.798472,201.528269,0.0,1.815557
4,16,99999.79848,201.519804,0.0,2.099514
5,8,24999.838744,161.256457,0.0,0.232339
5,16,24999.838784,161.215843,0.0,1.740336
6,7,1549.798421,201.579036,0.0,1.22261
6,19,1549.758095,241.905002,0.0,0.173807
7,17,99999.838791,161.209086,0.0,1.41108
7,19,24999.798412,201.587502,0.0,0.876904
7,21,99999.798472,201.528269,0.0,1.099825
8,9,24999.798472,201.528269,0.0,1.320124
9,15,24999.798472,201.528269,0.0,2.727509
9,16,99999.798522,201.477502,0.0,1.660585
10,11,24999.798472,201.528279,0.0,1.722574
10,12,99999.83873,161.270002,0.0,1.358747
10,16,99999.798463,201.536735,0.0,1.511693
10,17,99999.838784,161.215859,0.0,1.228452
12,22,99999.798497,201.502904,0.0,0.4884
13,14,1549.798412,201.587502,0.0,0.864744
13,17,99999.838791,161.209086,0.0,1.119018
13,19,24999.798412,201.587502,0.0,0.241518
15,20,24999.838744,161.256457,0.0,1.378775
17,20,99999.838798,161.202314,0.0,0.822783
17,23,24999.838798,161.202314,0.0,1.41108
18,21,24999.838825,161.175236,0.0,1.60861
20,22,24999.838804,161.195552,0.0,73.515415
