node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,25000.0,0.0,0.323,0
19,6,1550.0,0.0,0.645,0
19,7,24999.76,0.24,0.001,0.01
13,19,24999.76,0.24,0.323,0.01
13,17,99999.76,0.24,0.816,0.01
13,2,99999.76,0.24,1.869,0.01
13,14,1549.76,0.24,0.542,0.01
17,13,100000.0,0.0,0.816,0
17,7,100000.0,0.0,0.727,0
17,23,24999.76,0.24,0.775,0.01
17,10,99999.76,0.24,0.623,0.01
17,20,99999.76,0.24,1.442,0.01
2,13,100000.0,0.0,1.869,0
2,23,24999.76,0.24,2.014,0.01
2,12,99999.76,0.24,2.002,0.01
2,7,99999.76,0.24,0.866,0.01
2,4,99999.76,0.24,1.89,0.01
2,18,25000.0,0.0,1.72,0
14,13,1550.0,0.0,0.542,0
14,3,1549.76,0.24,1.705,0.01
10,16,100000.0,0.0,0.899,0
10,12,100000.0,0.0,0.518,0
10,11,25000.0,0.0,0.519,0
10,17,100000.0,0.0,0.623,0
10,3,100000.0,0.0,0.979,0
16,10,99999.76,0.24,0.899,0.01
16,9,100000.0,0.0,0.756,0
16,5,25000.0,0.0,0.41,0
16,1,100000.0,0.0,1.46,0
16,4,100000.0,0.0,0.001,0
8,9,25000.0,0.0,3.537,0
8,5,25000.0,0.0,1.293,0
9,8,24999.76,0.24,3.536,0.01
9,16,99999.76,0.24,0.756,0.01
9,15,24999.76,0.24,1.745,0.01
15,9,25000.0,0.0,1.745,0
15,20,25000.0,0.0,0.936,0
3,14,1550.0,0.0,1.705,0
3,1,100000.0,0.0,2.301,0
3,11,25000.0,0.0,1.011,0
3,21,100000.0,0.0,1.721,0
3,10,99999.76,0.24,0.979,0.01
23,2,25000.0,0.0,2.014,0
23,17,25000.0,0.0,0.775,0
12,2,100000.0,0.0,2.002,0
12,10,99999.76,0.24,0.518,0.01
12,22,99999.76,0.24,33.911,0.01
7,2,100000.0,0.0,0.866,0
7,1,100000.0,0.0,1.075,0
7,6,1550.0,0.0,0.319,0
7,19,25000.0,0.0,0.001,0
7,21,100000.0,0.0,0.568,0
7,17,99999.76,0.24,0.727,0.01
4,2,100000.0,0.0,1.89,0
4,16,99999.76,0.24,0.001,0.01
5,8,24999.76,0.24,1.294,0.01
5,16,24999.76,0.24,0.41,0.01
1,3,99999.761,0.24,2.301,0.01
1,16,99999.761,0.24,1.46,0.01
1,7,99999.761,0.24,1.075,0.01
22,12,100000.0,0.0,33.912,0
22,20,24999.76,0.24,1.174,0.01
6,19,1549.76,0.24,0.645,0.01
6,7,1549.76,0.24,0.319,0.01
11,10,24999.76,0.24,0.519,0.01
11,3,24999.76,0.24,1.011,0.01
20,22,25000.0,0.0,1.174,0
20,17,100000.0,0.0,1.442,0
20,15,24999.76,0.24,0.936,0.01
21,3,99999.76,0.24,1.721,0.01
21,7,99999.76,0.24,0.568,0.01
21,18,25000.0,0.0,1.555,0
18,2,24999.76,0.24,1.72,0.01
18,21,24999.76,0.24,1.555,0.01
