node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24996.572,3.426,0.001,0.01
19,6,1550.0,0.0,1.199,0
19,7,24948.52,51.532,1.498,0.01
13,19,24937.755,62.276,0.001,0.01
13,17,98826.455,1173.545,0.82,0.01
13,2,99530.995,462.817,1.75,0.52
13,14,1550.0,0.0,1.155,0
17,13,99855.448,144.552,0.82,0.01
17,7,99923.394,76.721,1.725,0.01
17,23,24994.699,5.301,6.582,0.01
17,10,100000.0,0.0,1.782,0
17,20,99146.263,853.737,1.307,0.01
2,13,99583.656,416.552,1.75,0.01
2,23,24982.517,17.491,3.387,0.01
2,12,98997.407,1003.094,0.37,0.01
2,7,98534.997,1467.203,1.588,0.01
2,4,100000.0,0.0,1.276,0
2,18,25000.0,0.0,1.37,0
14,13,1549.76,0.24,1.155,0.01
14,3,1452.358,97.447,1.274,0.01
10,16,97158.909,2847.048,0.897,0
10,12,97716.106,2277.937,0.015,0.16
10,11,24999.76,0.24,0.001,0.01
10,17,99999.76,0.24,1.782,0.01
10,3,99636.754,363.246,2.218,0.01
16,10,98887.444,1130.427,0.897,0
16,9,96124.578,3869.465,0.001,0.12
16,5,24986.327,13.666,0.355,0.01
16,1,100000.0,0.0,0.156,0
16,4,99985.415,14.585,1.587,0.01
8,9,24195.82,803.778,0.001,0.01
8,5,24999.76,0.24,0.964,0.01
9,8,24985.791,14.216,0.001,0.01
9,16,99166.337,833.663,0.001,0.01
9,15,19156.994,5848.964,0.001,0
15,9,24699.718,294.325,0.001,0.46
15,20,19162.995,5837.005,1.001,0.01
3,14,1202.162,348.535,1.273,0.01
3,1,99996.822,3.178,1.311,0.01
3,11,24853.553,140.49,0.629,0.76
3,21,99365.065,634.617,90.587,0.01
3,10,97179.034,2820.966,2.218,0.01
23,2,24987.186,12.807,3.387,0.01
23,17,24993.147,7.092,6.582,0
12,2,99279.26,720.38,0.371,0.01
12,10,98979.982,1020.018,0.016,0.01
12,22,100000.0,0.0,0.528,0
7,2,99434.342,564.81,1.587,0.01
7,1,99988.721,11.262,1.505,0.01
7,6,1550.0,0.0,0.953,0
7,19,24745.758,253.988,1.498,0.01
7,21,98537.982,1459.097,87.729,0.01
7,17,99496.885,502.361,1.725,0.01
4,2,99999.76,0.24,1.276,0.01
4,16,99196.19,797.853,1.587,0.56
5,8,25000.0,0.0,0.964,0
5,16,24119.449,875.034,0.355,0.53
1,3,99996.578,3.422,1.311,0.01
1,16,100000.0,0.0,0.156,0
1,7,99688.392,312.076,1.505,0.01
22,12,99999.76,0.24,0.529,0.01
22,20,24914.635,85.365,59.813,0.01
6,19,1550.0,0.0,1.199,0
6,7,1550.0,0.0,0.953,0
11,10,25000.0,0.0,0.001,0
11,3,22435.994,2569.963,0.628,0
20,22,24440.584,559.416,59.813,0.01
20,17,94330.559,5669.441,1.306,0.01
20,15,24675.67,324.33,1.001,0.01
21,3,99978.09,21.921,90.587,0.01
21,7,99330.625,670.715,87.729,0.01
21,18,23648.072,1351.928,2.405,0.01
18,2,25000.0,0.0,1.369,0
18,21,24432.4,567.6,2.404,0.01
