node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,24999.76,0.24,1.009,0.01
19,6,1549.76,0.24,0.831,0.01
19,7,25000.0,0.0,0.001,0
13,19,24999.76,0.24,1.009,0.01
13,17,99999.76,0.24,0.271,0.01
13,2,99999.76,0.24,1.147,0.01
13,14,1550.0,0.0,1.466,0
17,13,100000.0,0.0,0.271,0
17,7,100000.0,0.0,0.001,0
17,23,25000.0,0.0,0.001,0
17,10,100000.0,0.0,0.585,0
17,20,100000.0,0.0,0.168,0
2,13,99999.76,0.24,1.148,0.01
2,23,25000.0,0.0,0.001,0
2,12,100000.0,0.0,0.886,0
2,7,100000.0,0.0,0.015,0
2,4,100000.0,0.0,0.763,0
2,18,24999.76,0.24,3.289,0.01
14,13,1549.76,0.24,1.466,0.01
14,3,1550.0,0.0,1.194,0
10,16,100000.0,0.0,2.128,0
10,12,100000.0,0.0,1.369,0
10,11,25000.0,0.0,0.761,0
10,17,100000.0,0.0,0.585,0
10,3,100000.0,0.0,1.36,0
16,10,100000.0,0.0,2.128,0
16,9,99999.76,0.24,1.148,0.01
16,5,24999.76,0.24,0.745,0.01
16,1,99999.76,0.24,0.601,0.01
16,4,99999.76,0.24,0.718,0.01
8,9,25000.0,0.0,0.915,0
8,5,25000.0,0.0,1.287,0
9,8,25000.0,0.0,0.915,0
9,16,100000.0,0.0,1.147,0
9,15,25000.0,0.0,1.157,0
15,9,24999.76,0.24,1.157,0.01
15,20,24999.76,0.24,0.379,0.01
3,14,1550.0,0.0,1.194,0
3,1,100000.0,0.0,1.092,0
3,11,25000.0,0.0,0.258,0
3,21,100000.0,0.0,0.915,0
3,10,100000.0,0.0,1.36,0
23,2,25000.0,0.0,0.001,0
23,17,25000.0,0.0,0.001,0
12,2,99999.76,0.24,0.886,0.01
12,10,100000.0,0.0,1.369,0
12,22,100000.0,0.0,0.765,0
7,2,99999.76,0.24,0.015,0.01
7,1,99999.76,0.24,0.001,0.01
7,6,1549.76,0.24,0.001,0.01
7,19,24999.76,0.24,0.001,0.01
7,21,99999.76,0.24,0.001,0.01
7,17,100000.0,0.0,0.001,0
4,2,99999.76,0.24,0.764,0.01
4,16,99999.76,0.24,0.718,0.01
5,8,25000.0,0.0,1.286,0
5,16,25000.0,0.0,0.745,0
1,3,100000.0,0.0,1.092,0
1,16,100000.0,0.0,0.6,0
1,7,99999.72,0.28,0.001,0.01
22,12,100000.0,0.0,0.765,0
22,20,25000.0,0.0,0.059,0
6,19,1550.0,0.0,0.831,0
6,7,1550.0,0.0,0.001,0
11,10,25000.0,0.0,0.761,0
11,3,25000.0,0.0,0.258,0
20,22,25000.0,0.0,0.06,0
20,17,100000.0,0.0,0.167,0
20,15,24999.76,0.24,0.38,0.01
21,3,100000.0,0.0,0.915,0
21,7,100000.0,0.0,0.001,0
21,18,25000.0,0.0,1.079,0
18,2,24999.76,0.24,3.289,0.01
18,21,24999.76,0.24,1.079,0.01
