node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.676,0
14,3,1550.0,0.0,0.504,0
13,14,1549.76,0.24,0.676,0.01
13,2,100000.0,0.0,1.102,0
13,17,100000.0,0.0,124.914,0
13,19,25000.0,0.0,0.422,0
23,2,25000.0,0.0,0.001,0
23,17,25000.0,0.0,0.16,0
2,23,25000.0,0.0,0.001,0
2,12,100000.0,0.0,0.926,0
2,7,100000.0,0.0,0.631,0
2,4,100000.0,0.0,0.86,0
2,13,99999.76,0.24,1.102,0.01
2,18,24999.76,0.24,121.309,0.01
3,1,100000.0,0.0,0.909,0
3,11,25000.0,0.0,0.358,0
3,21,100000.0,0.0,0.001,0
3,14,1550.0,0.0,0.504,0
3,10,100000.0,0.0,1.105,0
1,3,100000.0,0.0,0.909,0
1,7,100000.0,0.0,0.543,0
1,16,100000.0,0.0,0.749,0
10,12,100000.0,0.0,0.987,0
10,17,100000.0,0.0,0.939,0
10,3,100000.0,0.0,1.105,0
10,11,25000.0,0.0,0.753,0
10,16,100000.0,0.0,1.126,0
12,10,100000.0,0.0,0.987,0
12,2,99999.76,0.24,0.926,0.01
12,22,100000.0,0.0,1.245,0
11,3,25000.0,0.0,0.358,0
11,10,25000.0,0.0,0.753,0
6,19,1550.0,0.0,0.342,0
6,7,1550.0,0.0,0.551,0
19,6,1549.76,0.24,0.342,0.01
19,7,25000.0,0.0,0.387,0
19,13,24999.76,0.24,0.421,0.01
22,12,99999.76,0.24,1.245,0.01
22,20,25000.0,0.0,0.895,0
21,3,100000.0,0.0,0.001,0
21,7,100000.0,0.0,0.001,0
21,18,25000.0,0.0,0.001,0
7,19,24999.76,0.24,0.387,0.01
7,2,99999.76,0.24,0.631,0.01
7,21,99999.76,0.24,0.001,0.01
7,6,1549.76,0.24,0.551,0.01
7,1,99999.76,0.24,0.543,0.01
7,17,100000.0,0.0,0.813,0
17,23,25000.0,0.0,0.16,0
17,10,100000.0,0.0,0.939,0
17,7,99999.76,0.24,0.812,0.01
17,20,100000.0,0.0,0.821,0
17,13,99999.76,0.24,124.914,0.01
4,2,99999.76,0.24,0.859,0.01
4,16,100000.0,0.0,1.33,0
20,22,25000.0,0.0,0.895,0
20,17,100000.0,0.0,0.821,0
20,15,25000.0,0.0,0.001,0
16,1,99999.76,0.24,0.75,0.01
16,5,24999.76,0.24,0.287,0.01
16,9,99999.76,0.24,0.813,0.01
16,10,100000.0,0.0,1.126,0
16,4,99999.76,0.24,1.33,0.01
5,16,25000.0,0.0,0.287,0
5,8,25000.0,0.0,0.563,0
8,5,25000.0,0.0,0.564,0
8,9,25000.0,0.0,0.453,0
9,15,25000.0,0.0,0.655,0
9,16,100000.0,0.0,0.812,0
9,8,25000.0,0.0,0.453,0
15,9,24999.76,0.24,0.655,0.01
15,20,24999.76,0.24,0.001,0.01
18,21,25000.0,0.0,0.001,0
18,2,25000.0,0.0,121.309,0
