node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,25000.0,0.0,0.001,0
19,6,1544.111,5.889,0.001,0.01
19,7,24240.04,759.96,0.522,0.01
13,19,25000.0,0.0,0.001,0
13,17,100000.0,0.0,0.001,0
13,2,90724.308,9273.076,0.001,0.13
13,14,1550.0,0.0,0.001,0
17,13,100000.0,0.0,0.001,0
17,7,97518.14,2479.407,0.818,0.01
17,23,24999.763,0.237,2.025,0.01
17,10,89636.083,10353.676,1.496,0.01
17,20,99999.763,0.237,3.052,0.01
2,13,99068.566,936.403,0.001,0
2,23,24846.489,153.198,3.551,3.7
2,12,76201.029,23810.776,120.34,0
2,7,84902.275,15094.585,0.238,0
2,4,94918.14,5076.838,2.123,0.01
2,18,19965.539,5034.461,0.368,0.01
14,13,1549.763,0.237,0.001,0.01
14,3,1237.628,312.372,1.182,0.01
10,16,79428.577,20574.085,109.023,0.09
10,12,99999.763,0.237,0.651,0.01
10,11,22879.842,2122.255,2.277,0.01
10,17,93274.15,6732.502,1.496,0.01
10,3,78786.64,21213.36,0.672,0.01
16,10,76496.024,23492.53,109.023,0
16,9,100000.0,0.0,0.001,0
16,5,4862.155999999999,20145.566,0.664,0
16,1,100000.0,0.0,1.471,0
16,4,100000.0,0.0,1.223,0
8,9,15594.743,9408.665,0.505,0.06
8,5,7608.8139999999985,17399.783,1.993,0.01
9,8,14382.829,10624.348,0.505,0
9,16,100000.0,0.0,0.001,0
9,15,24392.799,606.601,1.325,0.01
15,9,24334.506,666.152,1.325,0.01
15,20,24823.32,176.855,0.958,0.01
23,2,24911.379,88.665,3.55,0.01
23,17,24999.763,0.237,2.025,0.01
12,2,93901.532,6101.484,120.341,0.01
12,10,99999.763,0.237,0.65,0.01
12,22,97760.712,2240.396,0.001,0.01
7,2,68256.522,31745.401,0.238,0.09
7,1,92974.032,7025.968,1.029,0.01
7,6,1267.312,282.688,2.035,0.01
7,19,24552.411,447.589,0.521,0.01
7,21,100000.0,0.0,2.461,0
7,17,92055.059,7946.904,0.818,0.07
4,2,94823.281,5181.84,2.123,0.01
4,16,100000.0,0.0,1.223,0
5,8,10333.979,14658.775,1.993,0.01
5,16,1990.5679999999993,23003.126,0.663,0.08
3,1,69905.296,30094.704,1.226,0.01
3,11,21807.747,3183.62,2.292,0.37
3,21,99999.763,0.237,2.369,0.01
3,10,88203.439,11796.561,0.672,0.01
3,14,707.826,842.174,1.182,0.01
1,3,85930.158,14075.731,1.226,0
1,16,99999.763,0.237,1.47,0.01
1,7,69157.352,30842.648,1.029,0.01
22,12,98473.155,1526.09,0.001,0.01
22,20,24245.183,754.817,0.001,0.01
6,19,1549.763,0.237,0.001,0.01
6,7,1373.083,176.917,2.035,0.01
11,10,23355.015,1643.36,2.277,0.01
11,3,18674.263,6337.154,2.292,0
20,22,24410.485,589.515,0.001,0.01
20,17,100000.0,0.0,3.052,0
20,15,24817.25,182.569,0.958,0.01
21,3,99999.763,0.237,2.369,0.01
21,7,99999.763,0.237,2.461,0.01
21,18,24115.727,884.273,1.787,0.01
18,2,21958.101,3041.899,0.369,0.01
18,21,23237.349,1762.651,1.787,0.01
