node1,node2,available_bandwidth,throughput,delay,packet_loss
19,13,25000.0,0.0,1.726,0
19,6,1550.0,0.0,1.579,0
19,7,25000.0,0.0,0.523,0
13,19,25000.0,0.0,1.726,0
13,17,100000.0,0.0,1.604,0
13,2,100000.0,0.0,0.747,0
13,14,1549.76,0.24,1.773,0.01
17,13,100000.0,0.0,1.604,0
17,7,100000.0,0.0,0.553,0
17,23,24999.76,0.24,0.001,0.01
17,10,99999.76,0.24,0.735,0.01
17,20,99999.76,0.24,0.577,0.01
2,13,100000.0,0.0,0.747,0
2,23,25000.0,0.0,0.068,0
2,12,100000.0,0.0,0.191,0
2,7,100000.0,0.0,0.044,0
2,4,100000.0,0.0,0.001,0
2,18,25000.0,0.0,110.587,0
14,13,1549.76,0.24,1.773,0.01
14,3,1549.76,0.24,1.281,0.01
10,16,99999.76,0.24,0.001,0.01
10,12,99999.76,0.24,0.087,0.01
10,11,24999.76,0.24,0.514,0.01
10,17,99999.76,0.24,0.734,0.01
10,3,99999.76,0.24,0.819,0.01
16,10,100000.0,0.0,0.001,0
16,9,100000.0,0.0,0.001,0
16,5,25000.0,0.0,0.001,0
16,1,100000.0,0.0,0.001,0
16,4,100000.0,0.0,0.001,0
8,9,24999.76,0.24,0.584,0.01
8,5,24999.76,0.24,0.889,0.01
9,8,25000.0,0.0,0.584,0
9,16,100000.0,0.0,0.001,0
9,15,25000.0,0.0,1.406,0
15,9,25000.0,0.0,1.406,0
15,20,25000.0,0.0,2.264,0
23,2,24999.76,0.24,0.067,0.01
23,17,24999.76,0.24,0.001,0.01
12,2,100000.0,0.0,0.191,0
12,10,100000.0,0.0,0.087,0
12,22,100000.0,0.0,0.381,0
7,2,100000.0,0.0,0.044,0
7,1,100000.0,0.0,0.001,0
7,6,1550.0,0.0,1.392,0
7,19,25000.0,0.0,0.523,0
7,21,100000.0,0.0,0.001,0
7,17,99999.76,0.24,0.553,0.01
4,2,100000.0,0.0,0.001,0
4,16,100000.0,0.0,0.001,0
5,8,25000.0,0.0,0.889,0
5,16,25000.0,0.0,0.001,0
3,1,99999.76,0.24,0.001,0.01
3,11,24999.76,0.24,0.001,0.01
3,21,99999.76,0.24,0.052,0.01
3,10,99999.76,0.24,0.819,0.01
3,14,1549.76,0.24,1.281,0.01
1,3,100000.0,0.0,0.001,0
1,16,100000.0,0.0,0.001,0
1,7,100000.0,0.0,0.001,0
22,12,100000.0,0.0,0.38,0
22,20,24999.76,0.24,11.761,0.01
6,19,1550.0,0.0,1.579,0
6,7,1550.0,0.0,1.393,0
11,10,25000.0,0.0,0.514,0
11,3,25000.0,0.0,0.001,0
20,22,24999.76,0.24,11.761,0.01
20,17,99999.76,0.24,0.576,0.01
20,15,25000.0,0.0,2.264,0
21,3,99999.76,0.24,0.052,0.01
21,7,99999.76,0.24,0.001,0.01
21,18,24999.76,0.24,1.088,0.01
18,2,25000.0,0.0,110.587,0
18,21,25000.0,0.0,1.089,0
