node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1084.5059999999999,465.955,399.661,0.01
14,3,212.885,1338.437,1.74,0.01
13,14,0,1548.893,399.661,0.01
13,2,93562.255,6440.455,1.007,0
13,17,97293.887,2704.775,0.693,0.01
13,19,24451.513,549.03,0.436,0.01
23,2,25000.0,0.0,1.148,0
23,17,24923.401,76.599,122.894,0.01
2,23,24999.763,0.237,1.148,0.01
2,12,93689.174,6310.826,8.633,0.01
2,7,99009.377,990.623,1.568,0.01
2,4,92353.749,7642.472,1.06,0.01
2,13,98244.113,1756.756,1.007,0.01
2,18,22006.742,2993.258,0.001,0.01
3,1,99357.428,641.937,1.443,0.01
3,11,25000.0,0.0,0.001,0
3,21,98425.994,1575.564,0.001,0.01
3,14,754.154,795.059,1.74,0.01
3,10,89913.155,10086.845,1.698,0.01
1,3,92903.12299999999,7098.002,1.443,0.08
1,7,98857.233,1143.897,1.041,0.01
1,16,99999.763,0.237,0.001,0.01
10,12,74261.761,25737.301,1.098,0
10,17,97376.657,2622.046,0.535,0.01
10,3,99021.405,978.595,1.697,0.01
10,11,21486.489,3517.667,0.36,0
10,16,91080.633,8925.262,0.001,0
12,10,97902.126,2098.912,1.098,0.01
12,2,88840.099,11159.901,8.632,0.01
12,22,99045.22,954.78,0.001,0.01
11,3,24999.763,0.237,0.001,0.01
11,10,16750.628,8259.347,0.36,0
6,19,1390.751,159.564,7.079,0.01
6,7,1549.763,0.237,0.567,0.01
19,6,1408.1390000000001,141.581,7.078,0.01
19,7,23931.683,1061.365,1.14,0.55
19,13,24616.436,383.185,0.435,0.01
22,12,99287.039,712.961,0.001,0.01
22,20,24999.763,0.237,0.001,0.01
21,3,99982.297,17.685,0.001,0.01
21,7,99999.762,0.237,0.001,0.01
21,18,22331.431,2669.184,0.001,0
7,19,24445.856,554.693,1.14,0.01
7,2,97824.688,2175.312,1.568,0.01
7,21,100000.0,0.0,0.001,0
7,6,1550.0,0.0,0.566,0
7,1,99522.493,477.036,1.041,0.01
7,17,99999.763,0.237,0.367,0.01
17,23,24988.216,11.784,122.894,0.01
17,10,98444.449,1550.425,0.535,0.38
17,7,100000.0,0.0,0.366,0
17,20,92876.045,7123.955,1.143,0.01
17,13,96164.152,3837.745,0.693,0.01
4,2,97961.285,2039.723,1.06,0.01
4,16,99999.763,0.237,0.001,0.01
20,22,25000.0,0.0,0.001,0
20,17,95091.765,4908.235,1.143,0.01
20,15,17764.093,7239.486,0.552,0.01
16,1,100000.0,0.0,0.001,0
16,5,18751.137,6245.774,0.001,0.01
16,9,93261.84,6734.829,0.001,0.01
16,10,81524.352,18463.858,0.001,0.06
16,4,100000.0,0.0,0.001,0
5,16,17934.968,7068.526,0.001,0.01
5,8,24999.763,0.238,0.538,0.01
8,5,25000.0,0.0,0.537,0
8,9,19181.624,5821.532,0.333,0
9,15,20156.342,4846.053,1.392,0.01
9,16,84756.54000000001,15250.999,0.001,0.01
9,8,21163.915,3841.782,0.333,0.01
15,9,17554.421000000002,7436.006,1.392,0.08
15,20,20354.619,4643.085,0.552,0.01
18,21,23532.595,1464.408,0.001,0.4
18,2,21352.467,3647.533,0.001,0.01
